Temps;Canal A
(ms);(V)

-5,00228815;5,02212600
-5,00100815;5,02212600
-4,99972815;5,02212600
-4,99844815;5,02212600
-4,99716815;5,02212600
-4,99588815;5,02212600
-4,99460815;5,02212600
-4,99332815;5,02212600
-4,99204815;5,02212600
-4,99076815;5,02212600
-4,98948815;5,02212600
-4,98820815;5,02212600
-4,98692815;5,02212600
-4,98564815;5,02212600
-4,98436815;5,02212600
-4,98308815;5,02212600
-4,98180815;5,11337600
-4,98052815;5,02212600
-4,97924815;5,02212600
-4,97796815;5,02212600
-4,97668815;5,02212600
-4,97540815;5,02212600
-4,97412815;5,02212600
-4,97284815;5,02212600
-4,97156815;5,02212600
-4,97028815;5,02212600
-4,96900815;5,02212600
-4,96772815;5,02212600
-4,96644815;5,02212600
-4,96516815;5,02212600
-4,96388815;5,02212600
-4,96260815;5,02212600
-4,96132815;5,02212600
-4,96004815;5,02212600
-4,95876815;5,02212600
-4,95748815;5,02212600
-4,95620815;4,93087600
-4,95492815;5,02212600
-4,95364815;5,02212600
-4,95236815;5,02212600
-4,95108815;5,02212600
-4,94980815;5,02212600
-4,94852815;5,02212600
-4,94724815;5,02212600
-4,94596815;5,02212600
-4,94468815;5,02212600
-4,94340815;5,02212600
-4,94212815;5,02212600
-4,94084815;5,02212600
-4,93956815;5,02212600
-4,93828815;5,02212600
-4,93700815;5,02212600
-4,93572815;5,02212600
-4,93444815;5,02212600
-4,93316815;5,02212600
-4,93188815;5,02212600
-4,93060815;5,02212600
-4,92932815;5,02212600
-4,92804815;5,02212600
-4,92676815;5,02212600
-4,92548815;5,02212600
-4,92420815;5,02212600
-4,92292815;5,02212600
-4,92164815;5,02212600
-4,92036815;5,02212600
-4,91908815;5,02212600
-4,91780815;5,02212600
-4,91652815;5,02212600
-4,91524815;5,02212600
-4,91396815;5,02212600
-4,91268815;5,02212600
-4,91140815;5,02212600
-4,91012815;5,02212600
-4,90884815;5,02212600
-4,90756815;5,02212600
-4,90628815;5,02212600
-4,90500815;5,02212600
-4,90372815;5,02212600
-4,90244815;5,02212600
-4,90116815;5,02212600
-4,89988815;5,02212600
-4,89860815;5,02212600
-4,89732815;5,02212600
-4,89604815;5,02212600
-4,89476815;5,02212600
-4,89348815;5,02212600
-4,89220815;5,02212600
-4,89092815;5,02212600
-4,88964815;5,02212600
-4,88836815;5,02212600
-4,88708815;5,02212600
-4,88580815;5,02212600
-4,88452815;5,02212600
-4,88324815;5,02212600
-4,88196815;5,02212600
-4,88068815;5,02212600
-4,87940815;5,02212600
-4,87812815;5,02212600
-4,87684815;5,02212600
-4,87556815;5,02212600
-4,87428815;5,02212600
-4,87300815;5,02212600
-4,87172815;4,93087600
-4,87044815;5,02212600
-4,86916815;5,02212600
-4,86788815;5,02212600
-4,86660815;5,02212600
-4,86532815;5,02212600
-4,86404815;5,02212600
-4,86276815;5,02212600
-4,86148815;5,02212600
-4,86020815;5,02212600
-4,85892815;5,02212600
-4,85764815;5,02212600
-4,85636815;5,02212600
-4,85508815;5,02212600
-4,85380815;5,02212600
-4,85252815;4,93087600
