Temps;Canal A
(ms);(V)

-5,00270911;5,02212600
-5,00142911;5,02212600
-5,00014911;5,02212600
-4,99886911;5,02212600
-4,99758911;5,02212600
-4,99630911;5,02212600
-4,99502911;5,02212600
-4,99374911;5,02212600
-4,99246911;5,02212600
-4,99118911;5,02212600
-4,98990911;5,02212600
-4,98862911;5,02212600
-4,98734911;5,02212600
-4,98606911;5,02212600
-4,98478911;5,02212600
-4,98350911;5,02212600
-4,98222911;5,02212600
-4,98094911;5,02212600
-4,97966911;5,02212600
-4,97838911;5,02212600
-4,97710911;5,02212600
-4,97582911;5,02212600
-4,97454911;5,02212600
-4,97326911;5,02212600
-4,97198911;5,02212600
-4,97070911;5,02212600
-4,96942911;5,02212600
-4,96814911;5,02212600
-4,96686911;5,02212600
-4,96558911;5,02212600
-4,96430911;5,02212600
-4,96302911;5,02212600
-4,96174911;5,02212600
-4,96046911;5,02212600
-4,95918911;5,02212600
-4,95790911;5,02212600
-4,95662911;5,02212600
-4,95534911;5,02212600
-4,95406911;5,02212600
-4,95278911;5,02212600
-4,95150911;5,02212600
-4,95022911;5,02212600
-4,94894911;5,02212600
-4,94766911;5,02212600
-4,94638911;5,02212600
-4,94510911;5,02212600
-4,94382911;4,93087600
-4,94254911;5,02212600
-4,94126911;5,02212600
-4,93998911;5,02212600
-4,93870911;5,02212600
-4,93742911;5,02212600
-4,93614911;5,02212600
-4,93486911;5,02212600
-4,93358911;5,02212600
-4,93230911;5,02212600
-4,93102911;5,02212600
-4,92974911;5,02212600
-4,92846911;5,02212600
-4,92718911;5,02212600
-4,92590911;5,02212600
-4,92462911;5,02212600
-4,92334911;5,02212600
-4,92206911;5,02212600
-4,92078911;5,02212600
-4,91950911;5,02212600
-4,91822911;5,02212600
-4,91694911;5,02212600
-4,91566911;5,02212600
-4,91438911;5,02212600
-4,91310911;5,02212600
-4,91182911;5,02212600
-4,91054911;5,02212600
-4,90926911;5,02212600
-4,90798911;5,02212600
-4,90670911;5,02212600
-4,90542911;5,02212600
-4,90414911;5,02212600
-4,90286911;5,02212600
-4,90158911;5,02212600
-4,90030911;5,02212600
-4,89902911;5,02212600
-4,89774911;5,02212600
-4,89646911;5,02212600
-4,89518911;5,02212600
-4,89390911;5,02212600
-4,89262911;5,02212600
-4,89134911;5,02212600
-4,89006911;5,02212600
-4,88878911;5,02212600
-4,88750911;5,02212600
-4,88622911;5,02212600
-4,88494911;5,02212600
-4,88366911;5,02212600
-4,88238911;5,02212600
-4,88110911;5,02212600
-4,87982911;5,02212600
-4,87854911;5,02212600
-4,87726911;5,02212600
-4,87598911;5,02212600
-4,87470911;5,02212600
-4,87342911;5,02212600
-4,87214911;5,02212600
-4,87086911;5,02212600
-4,86958911;5,02212600
-4,86830911;5,02212600
-4,86702911;5,02212600
-4,86574911;5,02212600
-4,86446911;5,02212600
-4,86318911;5,02212600
-4,86190911;5,02212600
-4,86062911;5,02212600
-4,85934911;5,02212600
-4,85806911;5,02212600
-4,85678911;5,02212600
-4,85550911;5,02212600
-4,85422911;5,02212600
-4,85294911;5,02212600
