Temps;A - B
(ms);(V)

-5,00020498;0,01480138
-4,99764498;-0,03006077
-4,99508499;0,01556444
-4,99252499;-0,02929771
-4,98996499;0,01648009
-4,98740499;-0,02838218
-4,98484499;0,01739550
-4,98228499;0,01739550
-4,97972499;-0,02746665
-4,97716499;0,01815856
-4,97460499;0,01907408
-4,97204499;0,01907408
-4,96948499;0,01907408
-4,96692499;-0,02578807
-4,96436499;-0,02502525
-4,96180499;0,02075255
-4,95924499;0,02075255
-4,95668499;-0,02410960
-4,95412499;0,02166820
-4,95156499;0,02166820
-4,94900499;-0,02319407
-4,94644499;0,02243114
-4,94388499;0,02243114
-4,94132499;0,02334666
-4,93876499;0,02426219
-4,93620499;0,02426219
-4,93364499;-0,02059996
-4,93108499;0,02502525
-4,92852499;0,02502525
-4,92596499;0,02594066
-4,92340499;0,02594066
-4,92084499;-0,01892149
-4,91828499;0,02670372
-4,91572499;-0,01815856
-4,91316499;0,02761924
-4,91060499;0,02761924
-4,90804499;-0,01709032
-4,90548499;0,02868748
-4,90292499;-0,01617479
-4,90036499;-0,06103694
-4,89780499;-0,01541185
-4,89524499;0,03036582
-4,89268499;-0,01449633
-4,89012499;0,03128147
-4,88756499;-0,01358080
-4,88500499;-0,01358080
-4,88244499;0,03204441
-4,87988499;-0,01281786
-4,87732499;-0,01190233
-4,87476499;-0,01190233
-4,87220499;0,03372288
-4,86964499;-0,01113915
-4,86708499;-0,01113915
-4,86452499;-0,01022363
-4,86196499;-0,01022363
-4,85940499;-0,01022363
-4,85684499;-0,00930810
-4,85428499;-0,00930810
-4,85172499;-0,00854540
-4,84916499;-0,00854540
-4,84660499;0,03723240
-4,84404499;-0,00762963
-4,84148499;-0,00671411
-4,83892499;-0,00671411
-4,83636499;-0,00671411
-4,83380499;-0,00595117
-4,83124499;-0,00595117
-4,82868499;0,03982663
-4,82612499;-0,00503540
-4,82356499;-0,04989767
-4,82100499;-0,00427246
-4,81844499;-0,00335693
-4,81588499;-0,00335693
-4,81332499;0,04242063
-4,81076499;-0,00244165
-4,80820499;-0,00244165
-4,80564499;-0,04730368
-4,80308499;-0,00167847
-4,80052499;-0,04654074
-4,79796499;-0,00076294
-4,79540499;-0,00076294
-4,79284499;0,00015259
-4,79028499;0,00015259
-4,78772499;-0,04470968
-4,78516499;0,00091553
-4,78260499;0,00198388
-4,78004499;0,00198388
-4,77748499;-0,04287839
-4,77492499;0,00274682
-4,77236499;0,04852438
-4,76980499;0,00366211
-4,76724499;0,00366211
-4,76468499;0,04943991
-4,76212499;0,04943991
-4,75956499;0,00457764
-4,75700499;0,00534082
-4,75444499;0,05111861
-4,75188499;0,00625634
-4,74932499;0,00625634
-4,74676499;0,00717187
-4,74420499;0,00717187
-4,74164499;0,05279708
-4,73908499;0,00793481
-4,73652499;0,00793481
-4,73396499;0,00885034
-4,73140499;0,00885034
-4,72884499;0,00961328
-4,72628499;0,00961328
-4,72372499;0,05539107
-4,72116499;0,01052880
-4,71860499;0,05630660
-4,71604499;0,01144433
-4,71348499;-0,03341770
-4,71092499;0,01220751
