Temps;A - B
(ms);(V)

-5,00004713;0,01480138
-4,99748713;0,01480138
-4,99492713;0,01480138
-4,99236713;0,01556444
-4,98980713;-0,02929771
-4,98724713;0,01648009
-4,98468713;-0,02838218
-4,98212713;0,01739550
-4,97956713;-0,02746665
-4,97700713;-0,02746665
-4,97444713;0,01815856
-4,97188713;0,01815856
-4,96932713;0,01907408
-4,96676713;-0,02578807
-4,96420713;0,01983702
-4,96164713;0,01983702
-4,95908713;0,02075255
-4,95652713;0,02075255
-4,95396713;-0,02410960
-4,95140713;0,02166820
-4,94884713;-0,02319407
-4,94628713;-0,02319407
-4,94372713;0,02243114
-4,94116713;-0,02243102
-4,93860713;0,02334666
-4,93604713;0,02426219
-4,93348713;0,02426219
-4,93092713;0,02426219
-4,92836713;-0,02059996
-4,92580713;0,02502525
-4,92324713;-0,01983702
-4,92068713;0,02594066
-4,91812713;-0,01892149
-4,91556713;0,02670372
-4,91300713;0,02761924
-4,91044713;0,02761924
-4,90788713;-0,01709032
-4,90532713;-0,01709032
-4,90276713;0,02868748
-4,90020713;-0,01617479
-4,89764713;-0,01617479
-4,89508713;-0,01541185
-4,89252713;0,03036582
-4,88996713;-0,01449633
-4,88740713;-0,01449633
-4,88484713;-0,01358080
-4,88228713;-0,01358080
-4,87972713;0,03204441
-4,87716713;-0,01281786
-4,87460713;0,03295994
-4,87204713;-0,01190233
-4,86948713;-0,01190233
-4,86692713;0,03372288
-4,86436713;0,03463864
-4,86180713;-0,01022363
-4,85924713;-0,01022363
-4,85668713;0,03555417
-4,85412713;0,03555417
-4,85156713;-0,00930810
-4,84900713;-0,00854540
-4,84644713;-0,00854540
-4,84388713;0,03723240
-4,84132713;-0,00762963
-4,83876713;-0,00671411
-4,83620713;-0,00671411
-4,83364713;-0,00671411
-4,83108713;-0,00595117
-4,82852713;-0,00595117
-4,82596713;-0,00595117
-4,82340713;-0,00503540
-4,82084713;-0,04989767
-4,81828713;-0,00427246
-4,81572713;-0,00335693
-4,81316713;-0,00335693
-4,81060713;-0,00335693
-4,80804713;-0,00244165
-4,80548713;-0,00244165
-4,80292713;-0,04730368
-4,80036713;-0,00167847
-4,79780713;-0,04654074
-4,79524713;-0,00076294
-4,79268713;-0,04562521
-4,79012713;0,00015259
-4,78756713;0,00015259
-4,78500713;0,04577780
-4,78244713;0,00091553
-4,77988713;0,04669333
-4,77732713;0,00198388
-4,77476713;0,00274682
-4,77220713;0,00274682
-4,76964713;0,04852438
-4,76708713;0,00366211
-4,76452713;0,00366211
-4,76196713;0,00366211
-4,75940713;0,00457764
-4,75684713;0,00457764
-4,75428713;0,00534082
-4,75172713;0,05111861
-4,74916713;0,00625634
-4,74660713;0,00625634
-4,74404713;0,00717187
-4,74148713;0,00717187
-4,73892713;0,00717187
-4,73636713;0,00793481
-4,73380713;0,00793481
-4,73124713;0,00885034
-4,72868713;0,00885034
-4,72612713;-0,03601193
-4,72356713;0,00961328
-4,72100713;0,05539107
-4,71844713;0,01052880
-4,71588713;-0,03433347
-4,71332713;0,01144433
-4,71076713;0,01144433
