Temps;A - B
(ms);(V)

-5,00214307;0,01480138
-4,99958307;0,01480138
-4,99702307;-0,03006077
-4,99446307;-0,03006077
-4,99190307;-0,02929771
-4,98934307;0,01648009
-4,98678307;-0,02838218
-4,98422307;0,01739550
-4,98166307;-0,02746665
-4,97910307;-0,02746665
-4,97654307;-0,02746665
-4,97398307;-0,02670372
-4,97142307;0,01907408
-4,96886307;-0,02578807
-4,96630307;0,01983702
-4,96374307;0,02075255
-4,96118307;0,02075255
-4,95862307;-0,02410960
-4,95606307;0,02075255
-4,95350307;0,02166820
-4,95094307;0,02166820
-4,94838307;-0,02319407
-4,94582307;0,02243114
-4,94326307;0,02334666
-4,94070307;0,02334666
-4,93814307;0,02426219
-4,93558307;0,02426219
-4,93302307;-0,02059996
-4,93046307;0,02502525
-4,92790307;0,02502525
-4,92534307;-0,01983702
-4,92278307;-0,01892149
-4,92022307;0,02670372
-4,91766307;0,02670372
-4,91510307;-0,01815856
-4,91254307;0,02761924
-4,90998307;-0,01709032
-4,90742307;-0,01709032
-4,90486307;0,02868748
-4,90230307;-0,01617479
-4,89974307;-0,01617479
-4,89718307;-0,01541185
-4,89462307;0,03036582
-4,89206307;-0,01449633
-4,88950307;-0,01358080
-4,88694307;-0,01358080
-4,88438307;-0,01358080
-4,88182307;-0,01281786
-4,87926307;-0,01281786
-4,87670307;-0,05768013
-4,87414307;-0,01190233
-4,87158307;-0,01190233
-4,86902307;-0,01113915
-4,86646307;-0,01113915
-4,86390307;-0,01022363
-4,86134307;-0,01022363
-4,85878307;0,03555417
-4,85622307;-0,00930810
-4,85366307;-0,05417037
-4,85110307;-0,00854540
-4,84854307;-0,00854540
-4,84598307;0,03723240
-4,84342307;-0,00762963
-4,84086307;0,03814816
-4,83830307;-0,00671411
-4,83574307;0,03891110
-4,83318307;-0,00595117
-4,83062307;-0,00595117
-4,82806307;0,03982663
-4,82550307;-0,00503540
-4,82294307;-0,04989767
-4,82038307;-0,00427246
-4,81782307;-0,00335693
-4,81526307;-0,00335693
-4,81270307;0,04242063
-4,81014307;-0,00244165
-4,80758307;-0,00244165
-4,80502307;-0,04730368
-4,80246307;-0,04654074
-4,79990307;-0,00076294
-4,79734307;-0,00076294
-4,79478307;0,00015259
-4,79222307;0,00015259
-4,78966307;0,00015259
-4,78710307;0,00091553
-4,78454307;0,00091553
-4,78198307;-0,04379392
-4,77942307;0,00198388
-4,77686307;0,00198388
-4,77430307;0,00274682
-4,77174307;0,04852438
-4,76918307;0,00366211
-4,76662307;0,00366211
-4,76406307;0,00366211
-4,76150307;0,00457764
-4,75894307;0,00457764
-4,75638307;0,05020285
-4,75382307;0,00534082
-4,75126307;0,00625634
-4,74870307;0,00625634
-4,74614307;0,00717187
-4,74358307;0,00717187
-4,74102307;0,00717187
-4,73846307;0,00793481
-4,73590307;0,00793481
-4,73334307;0,00885034
-4,73078307;0,00885034
-4,72822307;0,00961328
-4,72566307;0,00961328
-4,72310307;0,01052880
-4,72054307;0,01052880
-4,71798307;0,01052880
-4,71542307;0,01144433
-4,71286307;0,01144433
