Temps;A - B
(ms);(V)

-5,00084806;0,01480138
-4,99828806;0,01480138
-4,99572806;-0,03006077
-4,99316806;-0,02929771
-4,99060806;-0,02929771
-4,98804806;0,01648009
-4,98548806;-0,02838218
-4,98292806;0,01739550
-4,98036806;-0,02746665
-4,97780806;-0,02746665
-4,97524806;0,01815856
-4,97268806;0,01907408
-4,97012806;-0,02578807
-4,96756806;0,01983702
-4,96500806;0,01983702
-4,96244806;0,02075255
-4,95988806;0,02075255
-4,95732806;-0,02410960
-4,95476806;-0,02410960
-4,95220806;0,02166820
-4,94964806;-0,02319407
-4,94708806;0,02243114
-4,94452806;-0,02243102
-4,94196806;0,02334666
-4,93940806;-0,02151561
-4,93684806;0,02426219
-4,93428806;0,02426219
-4,93172806;-0,02059996
-4,92916806;0,02502525
-4,92660806;0,02502525
-4,92404806;0,02594066
-4,92148806;0,02594066
-4,91892806;0,02670372
-4,91636806;-0,01815856
-4,91380806;-0,01815856
-4,91124806;0,02761924
-4,90868806;-0,01709032
-4,90612806;-0,01709032
-4,90356806;0,02868748
-4,90100806;-0,01617479
-4,89844806;-0,01541185
-4,89588806;-0,01541185
-4,89332806;0,03036582
-4,89076806;-0,01449633
-4,88820806;0,03128147
-4,88564806;-0,01358080
-4,88308806;-0,01358080
-4,88052806;0,03204441
-4,87796806;-0,01281786
-4,87540806;0,03295994
-4,87284806;-0,01190233
-4,87028806;-0,01190233
-4,86772806;-0,01113915
-4,86516806;-0,01022363
-4,86260806;-0,01022363
-4,86004806;-0,01022363
-4,85748806;0,03555417
-4,85492806;-0,00930810
-4,85236806;-0,00930810
-4,84980806;-0,00854540
-4,84724806;-0,00762963
-4,84468806;-0,00762963
-4,84212806;-0,00762963
-4,83956806;-0,00671411
-4,83700806;-0,00671411
-4,83444806;0,03891110
-4,83188806;-0,00595117
-4,82932806;-0,00595117
-4,82676806;-0,00503540
-4,82420806;-0,00503540
-4,82164806;-0,00427246
-4,81908806;-0,00427246
-4,81652806;-0,00335693
-4,81396806;-0,00335693
-4,81140806;-0,00335693
-4,80884806;-0,00244165
-4,80628806;-0,00244165
-4,80372806;-0,04730368
-4,80116806;-0,00167847
-4,79860806;-0,00076294
-4,79604806;-0,00076294
-4,79348806;0,00015259
-4,79092806;0,00015259
-4,78836806;0,00015259
-4,78580806;0,00091553
-4,78324806;0,00091553
-4,78068806;0,00198388
-4,77812806;0,00198388
-4,77556806;0,00274682
-4,77300806;0,00274682
-4,77044806;0,04852438
-4,76788806;0,00366211
-4,76532806;0,00366211
-4,76276806;0,04943991
-4,76020806;0,00457764
-4,75764806;-0,04028440
-4,75508806;0,00534082
-4,75252806;0,00534082
-4,74996806;0,00625634
-4,74740806;0,00717187
-4,74484806;0,00717187
-4,74228806;0,00717187
-4,73972806;0,00717187
-4,73716806;0,00793481
-4,73460806;0,00793481
-4,73204806;0,00885034
-4,72948806;0,00885034
-4,72692806;0,00961328
-4,72436806;0,00961328
-4,72180806;0,01052880
-4,71924806;0,01052880
-4,71668806;-0,03433347
-4,71412806;-0,07919550
-4,71156806;0,01144433
