Temps;A - B
(ms);(V)

-5,00055982;0,01480138
-4,99799982;0,01480138
-4,99543982;-0,03006077
-4,99287982;-0,02929771
-4,99031982;-0,02929771
-4,98775982;0,01648009
-4,98519982;-0,02838218
-4,98263982;-0,02746665
-4,98007982;-0,02746665
-4,97751982;-0,02746665
-4,97495982;0,01815856
-4,97239982;0,01907408
-4,96983982;0,01907408
-4,96727982;0,01983702
-4,96471982;0,01983702
-4,96215982;0,02075255
-4,95959982;0,02075255
-4,95703982;-0,02410960
-4,95447982;-0,02410960
-4,95191982;0,02166820
-4,94935982;-0,02319407
-4,94679982;-0,02319407
-4,94423982;0,02243114
-4,94167982;0,02334666
-4,93911982;-0,02151561
-4,93655982;0,02426219
-4,93399982;-0,02059996
-4,93143982;-0,02059996
-4,92887982;0,02502525
-4,92631982;0,02502525
-4,92375982;-0,01983702
-4,92119982;0,02594066
-4,91863982;0,02670372
-4,91607982;0,02670372
-4,91351982;0,02761924
-4,91095982;-0,01709032
-4,90839982;0,02761924
-4,90583982;0,02868748
-4,90327982;-0,01617479
-4,90071982;-0,01617479
-4,89815982;-0,01617479
-4,89559982;-0,01541185
-4,89303982;-0,01541185
-4,89047982;-0,01449633
-4,88791982;-0,01358080
-4,88535982;-0,01358080
-4,88279982;-0,01358080
-4,88023982;-0,01281786
-4,87767982;-0,01281786
-4,87511982;-0,01190233
-4,87255982;-0,01190233
-4,86999982;-0,01190233
-4,86743982;-0,01113915
-4,86487982;0,03463864
-4,86231982;-0,01022363
-4,85975982;-0,01022363
-4,85719982;-0,01022363
-4,85463982;-0,00930810
-4,85207982;-0,00930810
-4,84951982;-0,00854540
-4,84695982;-0,05340743
-4,84439982;-0,00762963
-4,84183982;-0,00762963
-4,83927982;-0,00671411
-4,83671982;-0,00671411
-4,83415982;-0,00671411
-4,83159982;-0,00595117
-4,82903982;-0,00595117
-4,82647982;-0,00503540
-4,82391982;-0,00503540
-4,82135982;-0,00427246
-4,81879982;-0,00427246
-4,81623982;-0,04913473
-4,81367982;-0,00335693
-4,81111982;-0,00244165
-4,80855982;-0,00244165
-4,80599982;-0,00244165
-4,80343982;-0,00167847
-4,80087982;0,04409933
-4,79831982;-0,00076294
-4,79575982;-0,00076294
-4,79319982;0,00015259
-4,79063982;0,00015259
-4,78807982;0,04577780
-4,78551982;-0,04470968
-4,78295982;0,00091553
-4,78039982;0,00091553
-4,77783982;0,00198388
-4,77527982;0,00274682
-4,77271982;0,00274682
-4,77015982;0,00366211
-4,76759982;0,00366211
-4,76503982;0,00366211
-4,76247982;0,00457764
-4,75991982;0,00457764
-4,75735982;-0,04028440
-4,75479982;0,00534082
-4,75223982;0,00534082
-4,74967982;0,00625634
-4,74711982;-0,03860593
-4,74455982;0,00717187
-4,74199982;0,00717187
-4,73943982;0,00717187
-4,73687982;0,00793481
-4,73431982;-0,03692722
-4,73175982;0,00885034
-4,72919982;-0,03601193
-4,72663982;0,00961328
-4,72407982;0,00961328
-4,72151982;0,01052880
-4,71895982;0,01052880
-4,71639982;-0,03433347
-4,71383982;0,01144433
-4,71127982;-0,03341770
