Temps;A - B
(ms);(V)

-5,00015190;0,01480138
-4,99759190;0,01480138
-4,99503190;-0,03006077
-4,99247190;0,01556444
-4,98991190;0,01648009
-4,98735190;0,01648009
-4,98479190;0,01739550
-4,98223190;-0,02746665
-4,97967190;-0,02746665
-4,97711190;-0,02746665
-4,97455190;0,01815856
-4,97199190;0,01907408
-4,96943190;-0,02578807
-4,96687190;-0,02578807
-4,96431190;0,01983702
-4,96175190;0,02075255
-4,95919190;0,02075255
-4,95663190;-0,02410960
-4,95407190;-0,02410960
-4,95151190;0,02166820
-4,94895190;0,02166820
-4,94639190;0,02243114
-4,94383190;-0,02243102
-4,94127190;0,02334666
-4,93871190;0,02334666
-4,93615190;0,02426219
-4,93359190;-0,02059996
-4,93103190;0,02502525
-4,92847190;0,02502525
-4,92591190;0,02502525
-4,92335190;0,02594066
-4,92079190;0,02594066
-4,91823190;0,02670372
-4,91567190;0,02670372
-4,91311190;0,02761924
-4,91055190;0,02761924
-4,90799190;-0,01709032
-4,90543190;0,02868748
-4,90287190;-0,01617479
-4,90031190;-0,01617479
-4,89775190;0,02945030
-4,89519190;0,03036582
-4,89263190;-0,06027400
-4,89007190;-0,01449633
-4,88751190;-0,01358080
-4,88495190;-0,01358080
-4,88239190;0,03204441
-4,87983190;-0,01281786
-4,87727190;-0,01281786
-4,87471190;-0,01190233
-4,87215190;-0,01190233
-4,86959190;-0,01113915
-4,86703190;0,03463864
-4,86447190;-0,01022363
-4,86191190;-0,01022363
-4,85935190;-0,01022363
-4,85679190;-0,00930810
-4,85423190;-0,00930810
-4,85167190;-0,00930810
-4,84911190;-0,00854540
-4,84655190;-0,00854540
-4,84399190;-0,00762963
-4,84143190;-0,00671411
-4,83887190;-0,00671411
-4,83631190;-0,00671411
-4,83375190;-0,00671411
-4,83119190;-0,00595117
-4,82863190;-0,00595117
-4,82607190;-0,00503540
-4,82351190;-0,00503540
-4,82095190;-0,00427246
-4,81839190;-0,04913473
-4,81583190;-0,00335693
-4,81327190;-0,00335693
-4,81071190;-0,00244165
-4,80815190;-0,00244165
-4,80559190;-0,00244165
-4,80303190;-0,04730368
-4,80047190;0,04409933
-4,79791190;-0,00076294
-4,79535190;-0,00076294
-4,79279190;0,04501486
-4,79023190;0,00015259
-4,78767190;0,00015259
-4,78511190;0,00091553
-4,78255190;0,00091553
-4,77999190;0,00198388
-4,77743190;-0,04287839
-4,77487190;0,00274682
-4,77231190;0,04852438
-4,76975190;0,04852438
-4,76719190;0,00366211
-4,76463190;-0,04120016
-4,76207190;0,00457764
-4,75951190;0,00457764
-4,75695190;-0,04028440
-4,75439190;0,00534082
-4,75183190;-0,03952146
-4,74927190;-0,03860593
-4,74671190;0,00625634
-4,74415190;0,00717187
-4,74159190;0,00717187
-4,73903190;0,05279708
-4,73647190;0,00793481
-4,73391190;0,00885034
-4,73135190;0,00885034
-4,72879190;0,00961328
-4,72623190;0,00961328
-4,72367190;-0,03524899
-4,72111190;0,01052880
-4,71855190;0,01052880
-4,71599190;-0,03433347
-4,71343190;-0,03341770
-4,71087190;-0,03341770
