Temps;A - B
(ms);(V)

-5,00208719;0,01480138
-4,99952719;0,01480138
-4,99696719;-0,03006077
-4,99440719;-0,03006077
-4,99184719;-0,02929771
-4,98928719;-0,02929771
-4,98672719;-0,02838218
-4,98416719;0,01739550
-4,98160719;-0,02746665
-4,97904719;-0,02746665
-4,97648719;0,01815856
-4,97392719;-0,02670372
-4,97136719;0,01907408
-4,96880719;-0,02578807
-4,96624719;0,01983702
-4,96368719;-0,02502525
-4,96112719;0,02075255
-4,95856719;-0,02410960
-4,95600719;-0,02410960
-4,95344719;0,02166820
-4,95088719;-0,02319407
-4,94832719;-0,02319407
-4,94576719;-0,02243102
-4,94320719;0,02334666
-4,94064719;0,02334666
-4,93808719;0,02426219
-4,93552719;-0,02059996
-4,93296719;-0,02059996
-4,93040719;0,02502525
-4,92784719;-0,01983702
-4,92528719;0,02594066
-4,92272719;0,02594066
-4,92016719;0,02594066
-4,91760719;0,02670372
-4,91504719;-0,01815856
-4,91248719;0,02761924
-4,90992719;-0,01709032
-4,90736719;-0,01709032
-4,90480719;0,02868748
-4,90224719;-0,01617479
-4,89968719;-0,01541185
-4,89712719;-0,01541185
-4,89456719;0,03036582
-4,89200719;-0,01449633
-4,88944719;0,03128147
-4,88688719;0,03128147
-4,88432719;-0,01358080
-4,88176719;-0,01281786
-4,87920719;-0,01281786
-4,87664719;-0,01281786
-4,87408719;-0,01190233
-4,87152719;0,03372288
-4,86896719;0,03372288
-4,86640719;-0,01022363
-4,86384719;-0,01022363
-4,86128719;-0,01022363
-4,85872719;-0,01022363
-4,85616719;-0,00930810
-4,85360719;-0,00930810
-4,85104719;0,03631687
-4,84848719;-0,00854540
-4,84592719;-0,00762963
-4,84336719;0,03814816
-4,84080719;-0,00671411
-4,83824719;-0,00671411
-4,83568719;-0,00671411
-4,83312719;-0,00595117
-4,83056719;-0,00595117
-4,82800719;0,03982663
-4,82544719;-0,00503540
-4,82288719;-0,04989767
-4,82032719;-0,00427246
-4,81776719;-0,00427246
-4,81520719;-0,00335693
-4,81264719;-0,04821920
-4,81008719;-0,00244165
-4,80752719;-0,00244165
-4,80496719;-0,00244165
-4,80240719;-0,00167847
-4,79984719;-0,04654074
-4,79728719;-0,00076294
-4,79472719;0,00015259
-4,79216719;0,00015259
-4,78960719;0,00015259
-4,78704719;-0,04470968
-4,78448719;0,00091553
-4,78192719;0,00198388
-4,77936719;0,00198388
-4,77680719;0,00198388
-4,77424719;0,00274682
-4,77168719;0,04852438
-4,76912719;0,00366211
-4,76656719;0,00366211
-4,76400719;0,00366211
-4,76144719;0,00457764
-4,75888719;0,00457764
-4,75632719;0,00534082
-4,75376719;-0,03952146
-4,75120719;0,00625634
-4,74864719;0,05203414
-4,74608719;0,00717187
-4,74352719;0,00717187
-4,74096719;0,00717187
-4,73840719;0,00793481
-4,73584719;0,05371237
-4,73328719;0,00885034
-4,73072719;0,00885034
-4,72816719;0,00961328
-4,72560719;0,00961328
-4,72304719;0,01052880
-4,72048719;0,01052880
-4,71792719;0,01052880
-4,71536719;0,01144433
-4,71280719;0,01144433
