Temps;A - B
(ms);(V)

-5,00086296;-0,03097630
-4,99830296;0,01480138
-4,99574296;0,01480138
-4,99318296;0,01556444
-4,99062296;0,01556444
-4,98806296;0,01648009
-4,98550296;0,01648009
-4,98294296;0,01739550
-4,98038296;0,01739550
-4,97782296;-0,02746665
-4,97526296;0,01815856
-4,97270296;0,06393635
-4,97014296;0,01907408
-4,96758296;0,01907408
-4,96502296;-0,02578807
-4,96246296;0,01983702
-4,95990296;0,02075255
-4,95734296;0,02075255
-4,95478296;-0,02410960
-4,95222296;0,02166820
-4,94966296;0,02166820
-4,94710296;-0,02319407
-4,94454296;0,02243114
-4,94198296;-0,02243102
-4,93942296;0,02334666
-4,93686296;0,02426219
-4,93430296;0,02426219
-4,93174296;0,02426219
-4,92918296;0,02502525
-4,92662296;0,02502525
-4,92406296;0,02502525
-4,92150296;0,02594066
-4,91894296;-0,01892149
-4,91638296;-0,01892149
-4,91382296;-0,01815856
-4,91126296;0,02761924
-4,90870296;0,02761924
-4,90614296;-0,01709032
-4,90358296;0,02868748
-4,90102296;-0,01617479
-4,89846297;-0,01541185
-4,89590297;-0,01541185
-4,89334297;-0,01541185
-4,89078297;-0,01449633
-4,88822297;0,03128147
-4,88566297;-0,01358080
-4,88310297;-0,01358080
-4,88054297;0,03204441
-4,87798297;-0,01281786
-4,87542297;-0,01190233
-4,87286297;-0,01190233
-4,87030297;-0,01190233
-4,86774297;-0,01113915
-4,86518297;-0,01113915
-4,86262297;-0,01022363
-4,86006297;-0,01022363
-4,85750297;-0,01022363
-4,85494297;0,03555417
-4,85238297;-0,00930810
-4,84982297;-0,00930810
-4,84726297;-0,00854540
-4,84470297;-0,00762963
-4,84214297;0,03814816
-4,83958297;-0,00671411
-4,83702297;-0,00671411
-4,83446297;-0,00671411
-4,83190297;0,03891110
-4,82934297;-0,00595117
-4,82678297;-0,00503540
-4,82422297;-0,00503540
-4,82166297;-0,00427246
-4,81910297;-0,00427246
-4,81654297;0,04150534
-4,81398297;-0,00335693
-4,81142297;-0,00335693
-4,80886297;-0,00244165
-4,80630297;-0,00244165
-4,80374297;-0,00244165
-4,80118297;-0,00167847
-4,79862297;-0,00167847
-4,79606297;-0,00076294
-4,79350297;-0,00076294
-4,79094297;0,00015259
-4,78838297;0,00015259
-4,78582297;0,00015259
-4,78326297;0,00091553
-4,78070297;0,04669333
-4,77814297;0,00198388
-4,77558297;0,00274682
-4,77302297;0,00274682
-4,77046297;0,00274682
-4,76790297;0,00366211
-4,76534297;0,00366211
-4,76278297;0,04943991
-4,76022297;0,00457764
-4,75766297;0,00457764
-4,75510297;0,00457764
-4,75254297;0,00534082
-4,74998297;0,00625634
-4,74742297;0,00625634
-4,74486297;0,00717187
-4,74230297;0,00717187
-4,73974297;0,00717187
-4,73718297;-0,03769040
-4,73462297;0,00793481
-4,73206297;0,05371237
-4,72950297;0,00885034
-4,72694297;0,00961328
-4,72438297;0,00961328
-4,72182297;0,05539107
-4,71926297;0,01052880
-4,71670297;0,01052880
-4,71414297;0,01144433
-4,71158297;-0,03341770
-4,70902297;-0,03341770
