Temps;A - B
(ms);(V)

-5,00242505;-0,03097630
-4,99986505;0,01480138
-4,99730505;0,01480138
-4,99474505;-0,03006077
-4,99218505;0,01556444
-4,98962505;-0,02929771
-4,98706505;-0,02929771
-4,98450505;0,01739550
-4,98194505;0,01739550
-4,97938505;-0,02746665
-4,97682505;-0,02746665
-4,97426505;-0,02670372
-4,97170505;0,01907408
-4,96914505;0,01907408
-4,96658505;-0,02578807
-4,96402505;0,01983702
-4,96146505;-0,02502525
-4,95890505;0,02075255
-4,95634505;-0,02410960
-4,95378505;-0,02410960
-4,95122505;0,02166820
-4,94866505;0,02166820
-4,94610505;-0,02319407
-4,94354505;0,02243114
-4,94098505;-0,02243102
-4,93842505;0,02334666
-4,93586505;0,02426219
-4,93330505;0,02426219
-4,93074505;-0,02059996
-4,92818505;0,02502525
-4,92562505;0,02502525
-4,92306505;0,02594066
-4,92050505;0,02594066
-4,91794505;-0,01892149
-4,91538505;0,02670372
-4,91282505;0,02761924
-4,91026505;0,02761924
-4,90770505;-0,01709032
-4,90514505;0,02868748
-4,90258505;0,02868748
-4,90002505;-0,01617479
-4,89746505;-0,06103694
-4,89490505;-0,01541185
-4,89234505;-0,01541185
-4,88978505;-0,01449633
-4,88722505;0,03128147
-4,88466505;-0,01358080
-4,88210505;0,03204441
-4,87954505;-0,01281786
-4,87698505;-0,01281786
-4,87442505;0,03295994
-4,87186505;-0,01190233
-4,86930505;0,03372288
-4,86674505;-0,01113915
-4,86418505;-0,01113915
-4,86162505;-0,01022363
-4,85906505;-0,01022363
-4,85650505;0,03555417
-4,85394505;-0,00930810
-4,85138505;-0,00930810
-4,84882505;-0,00930810
-4,84626505;-0,00854540
-4,84370505;-0,00762963
-4,84114505;-0,00762963
-4,83858505;-0,00671411
-4,83602505;-0,00671411
-4,83346505;-0,00671411
-4,83090505;-0,00595117
-4,82834505;-0,00595117
-4,82578505;-0,00503540
-4,82322505;-0,00503540
-4,82066505;-0,04989767
-4,81810505;-0,00427246
-4,81554505;-0,00335693
-4,81298505;-0,00335693
-4,81042505;-0,00335693
-4,80786505;-0,00244165
-4,80530505;-0,00244165
-4,80274505;-0,00167847
-4,80018505;-0,00167847
-4,79762505;-0,00076294
-4,79506505;-0,00076294
-4,79250505;0,00015259
-4,78994505;0,00015259
-4,78738505;0,00015259
-4,78482505;0,00091553
-4,78226505;0,00091553
-4,77970505;0,04669333
-4,77714505;0,00198388
-4,77458505;0,00274682
-4,77202505;0,00274682
-4,76946505;0,04852438
-4,76690505;0,00366211
-4,76434505;0,00366211
-4,76178505;-0,04120016
-4,75922505;0,00457764
-4,75666505;0,00534082
-4,75410505;0,00534082
-4,75154505;0,00534082
-4,74898505;0,00625634
-4,74642505;0,00625634
-4,74386505;0,00717187
-4,74130505;0,00717187
-4,73874505;0,05279708
-4,73618505;0,00793481
-4,73362505;0,00793481
-4,73106505;0,00885034
-4,72850505;-0,03601193
-4,72594505;0,00885034
-4,72338505;0,00961328
-4,72082505;0,01052880
-4,71826505;0,01052880
-4,71570505;0,01052880
-4,71314505;0,01144433
