Temps;A - B
(ms);(V)

-5,00012489;-0,03097630
-4,99756489;0,01480138
-4,99500489;-0,03006077
-4,99244489;0,01556444
-4,98988489;-0,02929771
-4,98732489;0,01648009
-4,98476489;-0,02838218
-4,98220489;0,01739550
-4,97964489;-0,02746665
-4,97708489;-0,02746665
-4,97452489;0,01815856
-4,97196489;-0,02670372
-4,96940489;0,01907408
-4,96684489;-0,02578807
-4,96428489;0,01983702
-4,96172489;0,02075255
-4,95916489;0,02075255
-4,95660489;0,02075255
-4,95404489;-0,02410960
-4,95148489;0,02166820
-4,94892489;-0,02319407
-4,94636489;-0,02319407
-4,94380489;0,02243114
-4,94124489;0,02334666
-4,93868489;0,02334666
-4,93612489;0,02426219
-4,93356489;0,02426219
-4,93100489;-0,02059996
-4,92844489;0,02502525
-4,92588489;0,02502525
-4,92332489;-0,01983702
-4,92076489;-0,01892149
-4,91820489;0,02670372
-4,91564489;0,02670372
-4,91308489;-0,01815856
-4,91052489;0,02761924
-4,90796489;0,02761924
-4,90540489;-0,01709032
-4,90284489;-0,01617479
-4,90028489;-0,01617479
-4,89772489;-0,01617479
-4,89516489;-0,01541185
-4,89260489;-0,01541185
-4,89004489;-0,01449633
-4,88748489;-0,01358080
-4,88492489;-0,01358080
-4,88236489;-0,01358080
-4,87980489;0,03204441
-4,87724489;-0,01281786
-4,87468489;-0,01190233
-4,87212489;-0,01190233
-4,86956489;0,03372288
-4,86700489;-0,01113915
-4,86444489;0,03463864
-4,86188489;-0,01022363
-4,85932489;-0,01022363
-4,85676489;0,03555417
-4,85420489;-0,00930810
-4,85164489;-0,00930810
-4,84908489;-0,00854540
-4,84652489;0,03723240
-4,84396489;-0,00762963
-4,84140489;-0,00762963
-4,83884489;-0,00671411
-4,83628489;-0,00671411
-4,83372489;-0,00671411
-4,83116489;-0,00595117
-4,82860489;-0,00595117
-4,82604489;-0,00503540
-4,82348489;-0,00503540
-4,82092489;-0,00427246
-4,81836489;-0,00427246
-4,81580489;-0,00335693
-4,81324489;-0,00335693
-4,81068489;0,04242063
-4,80812489;-0,00244165
-4,80556489;-0,00244165
-4,80300489;-0,04730368
-4,80044489;-0,00167847
-4,79788489;0,04409933
-4,79532489;-0,00076294
-4,79276489;0,04501486
-4,79020489;0,00015259
-4,78764489;0,00015259
-4,78508489;0,00091553
-4,78252489;0,00091553
-4,77996489;0,00198388
-4,77740489;0,00198388
-4,77484489;-0,04287839
-4,77228489;0,00274682
-4,76972489;0,04852438
-4,76716489;0,00366211
-4,76460489;0,00366211
-4,76204489;0,04943991
-4,75948489;0,00457764
-4,75692489;0,00457764
-4,75436489;0,00534082
-4,75180489;0,00534082
-4,74924489;0,00625634
-4,74668489;-0,03860593
-4,74412489;0,00717187
-4,74156489;0,00717187
-4,73900489;-0,03769040
-4,73644489;0,00793481
-4,73388489;-0,03692722
-4,73132489;0,00885034
-4,72876489;-0,03601193
-4,72620489;0,00961328
-4,72364489;0,05539107
-4,72108489;0,01052880
-4,71852489;0,01052880
-4,71596489;0,01144433
-4,71340489;0,01144433
-4,71084489;-0,03341770
