Temps;A - B
(ms);(V)

-5,00058916;-0,03097630
-4,99802916;0,01480138
-4,99546916;-0,03006077
-4,99290916;-0,07492292
-4,99034916;-0,02929771
-4,98778916;-0,02838218
-4,98522916;-0,02838218
-4,98266916;0,01739550
-4,98010916;-0,02746665
-4,97754916;0,01815856
-4,97498916;0,01815856
-4,97242916;0,01907408
-4,96986916;0,01907408
-4,96730916;0,06469917
-4,96474916;0,01983702
-4,96218916;-0,02502525
-4,95962916;0,02075255
-4,95706916;-0,02410960
-4,95450916;0,02166820
-4,95194916;0,02166820
-4,94938916;0,02166820
-4,94682916;0,02243114
-4,94426916;0,02243114
-4,94170916;0,02334666
-4,93914916;-0,02151561
-4,93658916;0,02426219
-4,93402916;0,02426219
-4,93146916;-0,02059996
-4,92890916;0,02502525
-4,92634916;-0,01983702
-4,92378916;0,02594066
-4,92122916;0,02594066
-4,91866916;-0,01892149
-4,91610916;0,02670372
-4,91354916;0,02761924
-4,91098916;0,02761924
-4,90842916;0,02761924
-4,90586916;-0,01709032
-4,90330916;-0,01617479
-4,90074916;-0,01617479
-4,89818916;-0,01541185
-4,89562916;-0,01541185
-4,89306916;-0,01449633
-4,89050916;-0,01449633
-4,88794916;0,03128147
-4,88538916;0,03128147
-4,88282916;-0,01358080
-4,88026916;0,03204441
-4,87770916;-0,01281786
-4,87514916;-0,01190233
-4,87258916;-0,01190233
-4,87002916;-0,01113915
-4,86746916;-0,01113915
-4,86490916;0,03463864
-4,86234916;0,03463864
-4,85978916;-0,01022363
-4,85722916;0,03555417
-4,85466916;-0,00930810
-4,85210916;-0,00930810
-4,84954916;-0,00854540
-4,84698916;0,03723240
-4,84442916;-0,00762963
-4,84186916;-0,00762963
-4,83930916;-0,00671411
-4,83674916;-0,00671411
-4,83418916;0,03891110
-4,83162916;0,03891110
-4,82906916;-0,00595117
-4,82650916;-0,00503540
-4,82394916;-0,00503540
-4,82138916;0,04058981
-4,81882916;-0,00427246
-4,81626916;0,04150534
-4,81370916;-0,00335693
-4,81114916;0,04242063
-4,80858916;-0,00244165
-4,80602916;-0,00244165
-4,80346916;-0,04730368
-4,80090916;-0,00167847
-4,79834916;-0,00167847
-4,79578916;-0,00076294
-4,79322916;0,00015259
-4,79066916;0,00015259
-4,78810916;0,00015259
-4,78554916;-0,04470968
-4,78298916;0,04669333
-4,78042916;0,00198388
-4,77786916;0,00198388
-4,77530916;0,00274682
-4,77274916;0,04852438
-4,77018916;0,00366211
-4,76762916;0,00366211
-4,76506916;0,00366211
-4,76250916;-0,04120016
-4,75994916;0,00457764
-4,75738916;0,00457764
-4,75482916;0,00534082
-4,75226916;-0,03952146
-4,74970916;0,00625634
-4,74714916;0,05203414
-4,74458916;0,00717187
-4,74202916;0,00717187
-4,73946916;-0,03769040
-4,73690916;0,00793481
-4,73434916;-0,03692722
-4,73178916;0,00885034
-4,72922916;0,00885034
-4,72666916;0,00961328
-4,72410916;0,00961328
-4,72154916;0,01052880
-4,71898916;0,01052880
-4,71642916;-0,03433347
-4,71386916;-0,03341770
-4,71130916;-0,03341770
