Temps;A - B
(ms);(V)

-5,00066599;0,01480138
-4,99810599;0,01480138
-4,99554599;-0,03006077
-4,99298599;0,01556444
-4,99042599;0,01556444
-4,98786599;0,06225777
-4,98530599;0,01739550
-4,98274599;0,01739550
-4,98018599;-0,02746665
-4,97762599;0,01815856
-4,97506599;0,01815856
-4,97250599;0,01907408
-4,96994599;0,01907408
-4,96738599;-0,02578807
-4,96482599;0,01983702
-4,96226599;0,02075255
-4,95970599;0,02075255
-4,95714599;-0,02410960
-4,95458599;0,02166820
-4,95202599;0,02166820
-4,94946599;-0,02319407
-4,94690599;-0,02319407
-4,94434599;-0,02243102
-4,94178599;0,02334666
-4,93922599;-0,02151561
-4,93666599;0,02426219
-4,93410599;0,02426219
-4,93154599;-0,02059996
-4,92898599;-0,02059996
-4,92642599;0,02502525
-4,92386599;0,02594066
-4,92130599;0,02594066
-4,91874599;-0,01892149
-4,91618599;-0,01815856
-4,91362599;-0,01815856
-4,91106599;0,02761924
-4,90850599;-0,01709032
-4,90594599;0,02868748
-4,90338599;-0,01617479
-4,90082599;-0,01617479
-4,89826599;0,02945030
-4,89570599;-0,01541185
-4,89314599;0,03036582
-4,89058599;-0,01449633
-4,88802599;0,03128147
-4,88546599;-0,01358080
-4,88290599;0,03204441
-4,88034599;-0,01281786
-4,87778599;0,03295994
-4,87522599;-0,01190233
-4,87266599;-0,01190233
-4,87010599;-0,01113915
-4,86754599;0,03463864
-4,86498599;0,03463864
-4,86242599;-0,01022363
-4,85986599;-0,01022363
-4,85730599;0,03555417
-4,85474599;-0,00930810
-4,85218599;-0,00854540
-4,84962599;0,03723240
-4,84706599;0,03723240
-4,84450599;-0,00762963
-4,84194599;0,03814816
-4,83938599;-0,00671411
-4,83682599;-0,00671411
-4,83426599;0,03891110
-4,83170599;-0,00595117
-4,82914599;-0,00595117
-4,82658599;0,03982663
-4,82402599;-0,00503540
-4,82146599;-0,00427246
-4,81890599;-0,00335693
-4,81634599;-0,00335693
-4,81378599;-0,00335693
-4,81122599;-0,04821920
-4,80866599;-0,00244165
-4,80610599;-0,04730368
-4,80354599;-0,00167847
-4,80098599;-0,00167847
-4,79842599;-0,04654074
-4,79586599;-0,00076294
-4,79330599;0,00015259
-4,79074599;0,00015259
-4,78818599;0,00015259
-4,78562599;-0,04470968
-4,78306599;-0,04379392
-4,78050599;0,00198388
-4,77794599;0,00198388
-4,77538599;0,00274682
-4,77282599;0,00274682
-4,77026599;-0,04211545
-4,76770599;0,00366211
-4,76514599;0,00366211
-4,76258599;0,04943991
-4,76002599;0,00457764
-4,75746599;0,05020285
-4,75490599;0,00534082
-4,75234599;0,00625634
-4,74978599;0,00625634
-4,74722599;0,00717187
-4,74466599;0,00717187
-4,74210599;0,00717187
-4,73954599;0,05279708
-4,73698599;0,00793481
-4,73442599;-0,03692722
-4,73186599;0,00885034
-4,72930599;0,00961328
-4,72674599;0,00961328
-4,72418599;0,05539107
-4,72162599;0,01052880
-4,71906599;0,01052880
-4,71650599;-0,03433347
-4,71394599;0,01144433
-4,71138599;0,01220751
-4,70882599;-0,03341770
