Temps;A - B
(ms);(V)

-5,00189114;0,01480138
-4,99933114;-0,03006077
-4,99677114;-0,03006077
-4,99421114;-0,02929771
-4,99165114;-0,02929771
-4,98909114;-0,02838218
-4,98653114;0,01739550
-4,98397114;0,01739550
-4,98141114;-0,02746665
-4,97885114;-0,02746665
-4,97629114;0,01815856
-4,97373114;0,01907408
-4,97117114;0,01907408
-4,96861114;0,01983702
-4,96605114;-0,02502525
-4,96349114;0,02075255
-4,96093114;-0,02410960
-4,95837114;-0,02410960
-4,95581114;-0,02410960
-4,95325114;0,02166820
-4,95069114;-0,02319407
-4,94813114;0,02243114
-4,94557114;0,02334666
-4,94301114;0,02334666
-4,94045114;0,06912446
-4,93789114;0,02426219
-4,93533114;-0,02059996
-4,93277114;-0,02059996
-4,93021114;0,02502525
-4,92765114;-0,01983702
-4,92509114;0,02594066
-4,92253114;-0,01892149
-4,91997115;0,02670372
-4,91741115;0,02761924
-4,91485115;0,02761924
-4,91229115;0,02761924
-4,90973115;0,02868748
-4,90717115;0,02868748
-4,90461115;-0,01617479
-4,90205115;-0,01617479
-4,89949115;-0,01541185
-4,89693115;-0,01541185
-4,89437115;-0,01449633
-4,89181115;0,03128147
-4,88925115;-0,01358080
-4,88669115;-0,01358080
-4,88413115;0,03204441
-4,88157115;-0,01281786
-4,87901115;0,03295994
-4,87645115;-0,01190233
-4,87389115;-0,01190233
-4,87133115;-0,01113915
-4,86877115;0,03463864
-4,86621115;0,03463864
-4,86365115;-0,01022363
-4,86109115;-0,01022363
-4,85853115;0,03555417
-4,85597115;-0,00930810
-4,85341115;0,03631687
-4,85085115;-0,00854540
-4,84829115;-0,00762963
-4,84573115;-0,00762963
-4,84317115;0,03814816
-4,84061115;0,03814816
-4,83805115;-0,00671411
-4,83549115;-0,00671411
-4,83293115;-0,00595117
-4,83037115;-0,00503540
-4,82781115;-0,00503540
-4,82525115;-0,04989767
-4,82269115;-0,04989767
-4,82013115;-0,04913473
-4,81757115;-0,00335693
-4,81501115;-0,00335693
-4,81245115;-0,04821920
-4,80989115;-0,00244165
-4,80733115;-0,00244165
-4,80477115;-0,00167847
-4,80221115;0,04409933
-4,79965115;-0,00076294
-4,79709115;-0,00076294
-4,79453115;0,00015259
-4,79197115;0,00015259
-4,78941115;-0,04470968
-4,78685115;0,00091553
-4,78429115;0,00091553
-4,78173115;0,00198388
-4,77917115;0,00198388
-4,77661115;0,00274682
-4,77405115;0,04852438
-4,77149115;0,00366211
-4,76893115;0,00366211
-4,76637115;0,00366211
-4,76381115;0,00457764
-4,76125115;0,00457764
-4,75869115;0,00457764
-4,75613115;0,00534082
-4,75357115;0,00625634
-4,75101115;0,05203414
-4,74845115;-0,03860593
-4,74589115;0,00717187
-4,74333115;0,00717187
-4,74077115;0,00793481
-4,73821115;0,00793481
-4,73565115;0,00885034
-4,73309115;0,00885034
-4,73053115;0,00961328
-4,72797115;0,00961328
-4,72541115;0,00961328
-4,72285115;0,01052880
-4,72029115;-0,03433347
-4,71773115;0,01144433
-4,71517115;-0,03341770
-4,71261115;-0,03341770
