Temps;A - B
(ms);(V)

-5,00031721;0,01480138
-4,99775721;0,01480138
-4,99519721;0,01556444
-4,99263721;0,01648009
-4,99007721;0,01648009
-4,98751721;0,01648009
-4,98495721;0,01739550
-4,98239721;-0,02746665
-4,97983721;-0,02746665
-4,97727721;-0,02746665
-4,97471721;0,01815856
-4,97215721;0,01907408
-4,96959721;-0,02578807
-4,96703721;-0,02578807
-4,96447721;0,01983702
-4,96191721;0,02075255
-4,95935721;0,02075255
-4,95679721;0,06653035
-4,95423721;0,02166820
-4,95167721;0,02166820
-4,94911721;-0,02319407
-4,94655721;0,02243114
-4,94399721;-0,02243102
-4,94143721;0,02334666
-4,93887721;0,02334666
-4,93631721;0,02426219
-4,93375721;-0,02059996
-4,93119721;-0,02059996
-4,92863721;0,02502525
-4,92607721;-0,01983702
-4,92351721;0,02594066
-4,92095721;-0,01892149
-4,91839721;0,02670372
-4,91583721;-0,01815856
-4,91327721;0,02761924
-4,91071721;0,02761924
-4,90815721;-0,01709032
-4,90559721;0,02868748
-4,90303721;0,02868748
-4,90047721;-0,01617479
-4,89791721;-0,01541185
-4,89535721;0,03036582
-4,89279721;-0,01449633
-4,89023721;0,03128147
-4,88767721;-0,01358080
-4,88511721;-0,01358080
-4,88255721;0,03204441
-4,87999721;-0,01281786
-4,87743721;-0,01190233
-4,87487721;0,03295994
-4,87231721;-0,01190233
-4,86975721;-0,01113915
-4,86719721;-0,01113915
-4,86463721;-0,01022363
-4,86207721;-0,01022363
-4,85951721;0,03555417
-4,85695721;0,03555417
-4,85439721;-0,00930810
-4,85183721;-0,05417037
-4,84927721;-0,00854540
-4,84671721;-0,00854540
-4,84415721;-0,00762963
-4,84159721;0,03814816
-4,83903721;-0,00671411
-4,83647721;-0,00671411
-4,83391721;-0,00595117
-4,83135721;-0,00595117
-4,82879721;-0,00503540
-4,82623721;-0,00503540
-4,82367721;-0,04989767
-4,82111721;-0,00427246
-4,81855721;-0,00427246
-4,81599721;-0,00335693
-4,81343721;-0,00335693
-4,81087721;-0,00244165
-4,80831721;-0,00244165
-4,80575721;-0,00244165
-4,80319721;-0,00167847
-4,80063721;-0,00167847
-4,79807721;-0,00076294
-4,79551721;-0,00076294
-4,79295721;0,00015259
-4,79039721;0,00015259
-4,78783721;0,00091553
-4,78527721;0,00091553
-4,78271721;0,00091553
-4,78015721;0,00198388
-4,77759721;-0,04287839
-4,77503721;0,00274682
-4,77247721;0,00274682
-4,76991721;0,00366211
-4,76735721;0,00366211
-4,76479721;0,04943991
-4,76223721;0,00457764
-4,75967721;0,00457764
-4,75711721;0,00534082
-4,75455721;0,00534082
-4,75199721;0,00625634
-4,74943721;0,00625634
-4,74687721;0,05203414
-4,74431721;0,00717187
-4,74175721;0,00717187
-4,73919721;0,00793481
-4,73663721;0,00793481
-4,73407721;-0,03692722
-4,73151721;0,00885034
-4,72895721;0,00961328
-4,72639721;0,00961328
-4,72383721;0,05539107
-4,72127721;0,01052880
-4,71871721;0,01052880
-4,71615721;0,01144433
-4,71359721;-0,03341770
-4,71103721;-0,03341770
