Temps;A - B
(ms);(V)

-5,00046296;0,01480138
-4,99790296;0,01480138
-4,99534296;-0,03006077
-4,99278296;0,01556444
-4,99022296;0,01648009
-4,98766296;0,01648009
-4,98510296;0,01739550
-4,98254296;0,01739550
-4,97998296;-0,02746665
-4,97742296;-0,02746665
-4,97486296;0,01815856
-4,97230296;0,01907408
-4,96974296;-0,02578807
-4,96718296;-0,02578807
-4,96462296;0,01983702
-4,96206296;0,02075255
-4,95950296;0,02075255
-4,95694296;-0,02410960
-4,95438296;-0,02410960
-4,95182296;0,02166820
-4,94926296;-0,02319407
-4,94670296;-0,02319407
-4,94414296;0,02243114
-4,94158296;0,02334666
-4,93902296;0,02334666
-4,93646296;0,02426219
-4,93390296;-0,02059996
-4,93134296;-0,02059996
-4,92878296;0,02502525
-4,92622296;-0,01983702
-4,92366296;0,02594066
-4,92110296;0,02594066
-4,91854296;0,02670372
-4,91598296;0,02670372
-4,91342296;-0,01815856
-4,91086296;-0,01709032
-4,90830296;-0,01709032
-4,90574296;0,02868748
-4,90318296;-0,01617479
-4,90062296;-0,01617479
-4,89806296;-0,01541185
-4,89550296;-0,01541185
-4,89294296;-0,01449633
-4,89038296;-0,01449633
-4,88782296;0,03128147
-4,88526296;-0,01358080
-4,88270296;-0,01358080
-4,88014296;-0,01281786
-4,87758296;-0,01281786
-4,87502296;0,03295994
-4,87246296;-0,01190233
-4,86990296;-0,01113915
-4,86734296;-0,01113915
-4,86478296;-0,01022363
-4,86222296;-0,01022363
-4,85966296;-0,01022363
-4,85710296;-0,00930810
-4,85454296;-0,00930810
-4,85198296;0,03631687
-4,84942296;-0,00854540
-4,84686296;0,03723240
-4,84430296;-0,00762963
-4,84174296;0,03814816
-4,83918296;-0,00671411
-4,83662296;-0,00671411
-4,83406296;-0,05157638
-4,83150296;-0,00595117
-4,82894296;0,03982663
-4,82638296;0,03982663
-4,82382296;-0,00503540
-4,82126296;-0,00427246
-4,81870296;-0,00427246
-4,81614296;-0,00335693
-4,81358296;-0,00335693
-4,81102296;0,04242063
-4,80846296;-0,00244165
-4,80590296;-0,00244165
-4,80334296;-0,00167847
-4,80078296;-0,00167847
-4,79822296;-0,00076294
-4,79566296;-0,00076294
-4,79310296;0,00015259
-4,79054296;0,00015259
-4,78798296;0,00015259
-4,78542296;0,00091553
-4,78286296;0,00198388
-4,78030296;0,00198388
-4,77774296;0,00198388
-4,77518296;-0,04287839
-4,77262296;0,00274682
-4,77006296;0,04852438
-4,76750296;0,00366211
-4,76494296;0,00366211
-4,76238296;0,00457764
-4,75982296;0,00457764
-4,75726296;0,00457764
-4,75470296;0,00534082
-4,75214296;0,05111861
-4,74958296;0,00625634
-4,74702296;0,00717187
-4,74446296;0,00717187
-4,74190296;0,00717187
-4,73934296;0,00793481
-4,73678296;0,00793481
-4,73422296;-0,03692722
-4,73166296;0,00885034
-4,72910296;-0,03601193
-4,72654296;0,00961328
-4,72398296;0,05539107
-4,72142296;0,01052880
-4,71886296;0,01052880
-4,71630296;-0,03433347
-4,71374296;0,01144433
-4,71118296;-0,03341770
