Temps;A - B
(ms);(V)

-5,00141105;0,01480138
-4,99885105;-0,03006077
-4,99629105;-0,03006077
-4,99373105;0,01556444
-4,99117105;-0,02929771
-4,98861105;-0,02929771
-4,98605105;0,01739550
-4,98349105;0,01739550
-4,98093105;-0,02746665
-4,97837105;0,01815856
-4,97581105;0,01815856
-4,97325105;-0,02670372
-4,97069105;0,01907408
-4,96813105;-0,02578807
-4,96557105;0,01983702
-4,96301105;0,02075255
-4,96045105;0,02075255
-4,95789105;-0,02410960
-4,95533105;-0,02410960
-4,95277105;0,02166820
-4,95021105;-0,02319407
-4,94765105;0,02243114
-4,94509105;-0,02243102
-4,94253105;0,02334666
-4,93997105;-0,02151561
-4,93741105;0,02426219
-4,93485105;-0,02059996
-4,93229105;-0,02059996
-4,92973105;0,02502525
-4,92717105;-0,01983702
-4,92461105;0,02594066
-4,92205105;-0,01892149
-4,91949105;0,02670372
-4,91693105;-0,01815856
-4,91437105;0,02761924
-4,91181105;0,02761924
-4,90925105;-0,01709032
-4,90669105;-0,01709032
-4,90413105;-0,01617479
-4,90157105;-0,01617479
-4,89901105;-0,01541185
-4,89645105;-0,01541185
-4,89389105;-0,01449633
-4,89133105;-0,01449633
-4,88877105;-0,01358080
-4,88621105;-0,01358080
-4,88365105;-0,01358080
-4,88109105;-0,01281786
-4,87853105;0,03295994
-4,87597105;0,03295994
-4,87341105;-0,01190233
-4,87085105;0,03372288
-4,86829105;-0,01113915
-4,86573105;0,03463864
-4,86317105;-0,01022363
-4,86061105;-0,01022363
-4,85805105;-0,01022363
-4,85549105;-0,00930810
-4,85293105;-0,00854540
-4,85037105;-0,00854540
-4,84781105;-0,00854540
-4,84525105;-0,00762963
-4,84269105;0,03814816
-4,84013105;0,03814816
-4,83757105;-0,00671411
-4,83501105;-0,00671411
-4,83245105;-0,00595117
-4,82989105;0,03982663
-4,82733105;-0,00503540
-4,82477105;-0,04989767
-4,82221105;-0,00427246
-4,81965105;-0,00427246
-4,81709105;-0,00335693
-4,81453105;-0,00335693
-4,81197105;-0,00335693
-4,80941105;-0,00244165
-4,80685105;-0,00244165
-4,80429105;-0,00167847
-4,80173105;-0,00167847
-4,79917105;-0,04654074
-4,79661105;-0,00076294
-4,79405105;0,00015259
-4,79149105;0,00015259
-4,78893105;0,00015259
-4,78637105;0,04577780
-4,78381105;0,00091553
-4,78125105;0,00198388
-4,77869105;0,00198388
-4,77613105;0,00274682
-4,77357105;0,04852438
-4,77101105;0,00366211
-4,76845105;0,00366211
-4,76589105;0,00366211
-4,76333105;0,00457764
-4,76077105;0,00457764
-4,75821105;0,05020285
-4,75565105;0,00534082
-4,75309105;0,05111861
-4,75053105;0,00625634
-4,74797105;0,00717187
-4,74541105;0,00717187
-4,74285105;0,00717187
-4,74029105;0,05279708
-4,73773105;0,00793481
-4,73517105;-0,03692722
-4,73261105;0,00885034
-4,73005105;0,05447555
-4,72749105;0,00961328
-4,72493105;0,05539107
-4,72237105;0,01052880
-4,71981105;0,01052880
-4,71725105;0,01052880
-4,71469105;-0,03341770
-4,71213105;-0,03341770
