Temps;A - B
(ms);(V)

-5,00176681;0,01480138
-4,99920681;-0,03006077
-4,99664681;0,01556444
-4,99408681;-0,02929771
-4,99152681;0,01648009
-4,98896681;0,01739550
-4,98640681;0,01739550
-4,98384681;-0,02746665
-4,98128681;-0,02746665
-4,97872681;0,01815856
-4,97616681;0,01815856
-4,97360681;0,01907408
-4,97104681;-0,02578807
-4,96848681;-0,02502525
-4,96592681;-0,02502525
-4,96336681;0,02075255
-4,96080681;-0,02410960
-4,95824681;-0,02410960
-4,95568681;0,02166820
-4,95312681;0,02166820
-4,95056681;-0,02319407
-4,94800681;0,02243114
-4,94544681;-0,02243102
-4,94288681;0,02334666
-4,94032681;-0,02151561
-4,93776681;-0,02059996
-4,93520681;-0,02059996
-4,93264681;-0,02059996
-4,93008681;0,02502525
-4,92752681;-0,01983702
-4,92496681;0,02594066
-4,92240681;-0,01892149
-4,91984681;0,02670372
-4,91728681;0,02670372
-4,91472681;0,02761924
-4,91216681;0,02761924
-4,90960681;-0,01709032
-4,90704681;0,02868748
-4,90448681;-0,01617479
-4,90192681;-0,01617479
-4,89936681;-0,01541185
-4,89680681;0,03036582
-4,89424681;0,03036582
-4,89168681;0,03128147
-4,88912681;-0,01358080
-4,88656681;-0,01358080
-4,88400681;0,03204441
-4,88144681;-0,01281786
-4,87888681;-0,01190233
-4,87632681;-0,01190233
-4,87376681;-0,05676436
-4,87120681;-0,01113915
-4,86864681;0,03463864
-4,86608681;0,03463864
-4,86352681;-0,01022363
-4,86096681;-0,01022363
-4,85840681;-0,00930810
-4,85584681;-0,00930810
-4,85328681;-0,00854540
-4,85072681;-0,00854540
-4,84816681;-0,00762963
-4,84560681;0,03814816
-4,84304681;-0,00671411
-4,84048681;-0,00671411
-4,83792681;-0,00671411
-4,83536681;-0,00595117
-4,83280681;-0,00595117
-4,83024681;-0,00595117
-4,82768681;-0,00503540
-4,82512681;-0,00427246
-4,82256681;-0,00427246
-4,82000681;-0,00335693
-4,81744681;-0,00335693
-4,81488681;0,04242063
-4,81232681;0,04242063
-4,80976681;-0,00244165
-4,80720681;-0,04730368
-4,80464681;-0,04730368
-4,80208681;-0,00167847
-4,79952681;-0,00076294
-4,79696681;-0,04562521
-4,79440681;0,00015259
-4,79184681;0,00015259
-4,78928681;-0,04470968
-4,78672681;0,00091553
-4,78416681;0,00198388
-4,78160681;0,00198388
-4,77904681;0,04760909
-4,77648681;0,00274682
-4,77392681;0,04852438
-4,77136681;0,00366211
-4,76880681;0,00366211
-4,76624681;0,00366211
-4,76368681;0,00457764
-4,76112681;0,00457764
-4,75856681;-0,04028440
-4,75600681;0,00534082
-4,75344681;0,00625634
-4,75088681;0,00625634
-4,74832681;0,00717187
-4,74576681;0,00717187
-4,74320681;0,05279708
-4,74064681;0,00793481
-4,73808681;0,00793481
-4,73552681;0,00885034
-4,73296681;0,00885034
-4,73040681;0,00961328
-4,72784681;0,00961328
-4,72528681;0,05539107
-4,72272681;0,01052880
-4,72016681;-0,03433347
-4,71760681;0,01144433
-4,71504681;-0,03341770
-4,71248681;-0,03341770
