Temps;A - B
(ms);(V)

-5,00151210;0,01480138
-4,99895210;-0,03006077
-4,99639210;-0,03006077
-4,99383210;-0,02929771
-4,99127210;0,01648009
-4,98871210;0,01648009
-4,98615210;0,01739550
-4,98359210;0,01739550
-4,98103210;0,01739550
-4,97847210;-0,02746665
-4,97591210;0,01815856
-4,97335210;0,01907408
-4,97079210;-0,02578807
-4,96823210;-0,02578807
-4,96567210;0,01983702
-4,96311210;-0,02502525
-4,96055210;0,02075255
-4,95799210;-0,02410960
-4,95543210;0,02166820
-4,95287210;0,02166820
-4,95031210;-0,02319407
-4,94775210;0,02243114
-4,94519210;0,02334666
-4,94263210;0,02334666
-4,94007210;0,02426219
-4,93751210;0,02426219
-4,93495210;0,02426219
-4,93239210;-0,02059996
-4,92983210;0,02502525
-4,92727210;-0,01983702
-4,92471210;0,02594066
-4,92215210;-0,01892149
-4,91959210;0,02670372
-4,91703210;-0,01815856
-4,91447210;0,02761924
-4,91191210;0,02761924
-4,90935210;-0,01709032
-4,90679210;0,02868748
-4,90423210;0,02868748
-4,90167210;-0,01617479
-4,89911210;0,02945030
-4,89655210;-0,01541185
-4,89399210;-0,01449633
-4,89143210;0,03128147
-4,88887210;0,03128147
-4,88631210;-0,01358080
-4,88375210;-0,05844307
-4,88119210;-0,01281786
-4,87863210;-0,01281786
-4,87607210;-0,01190233
-4,87351210;-0,01190233
-4,87095210;0,03372288
-4,86839210;-0,01113915
-4,86583210;-0,01113915
-4,86327210;-0,01022363
-4,86071210;-0,01022363
-4,85815210;0,03555417
-4,85559210;-0,00930810
-4,85303210;0,03631687
-4,85047210;-0,00854540
-4,84791210;-0,00854540
-4,84535210;-0,00762963
-4,84279210;-0,05249190
-4,84023210;-0,00671411
-4,83767210;-0,00671411
-4,83511210;-0,00671411
-4,83255210;-0,00595117
-4,82999210;-0,00595117
-4,82743210;0,03982663
-4,82487210;0,04058981
-4,82231210;-0,00427246
-4,81975210;-0,00427246
-4,81719210;-0,00335693
-4,81463210;-0,00335693
-4,81207210;-0,00244165
-4,80951210;-0,00244165
-4,80695210;-0,04730368
-4,80439210;-0,00167847
-4,80183210;-0,00167847
-4,79927210;-0,00076294
-4,79671210;-0,00076294
-4,79415210;0,00015259
-4,79159210;0,00015259
-4,78903210;-0,04470968
-4,78647210;0,00091553
-4,78391210;-0,04379392
-4,78135210;0,00198388
-4,77879210;-0,04287839
-4,77623210;0,00274682
-4,77367210;0,00274682
-4,77111210;-0,04211545
-4,76855210;0,00366211
-4,76599210;0,00366211
-4,76343210;0,00457764
-4,76087210;0,00457764
-4,75831210;-0,04028440
-4,75575210;0,00534082
-4,75319210;-0,03952146
-4,75063210;0,00625634
-4,74807210;0,00717187
-4,74551210;0,00717187
-4,74295210;-0,03769040
-4,74039210;0,00793481
-4,73783210;-0,03692722
-4,73527210;-0,03692722
-4,73271210;0,00885034
-4,73015210;0,00961328
-4,72759210;0,00961328
-4,72503210;0,01052880
-4,72247210;0,05539107
-4,71991210;-0,03433347
-4,71735210;0,01144433
-4,71479210;-0,03341770
-4,71223210;-0,03341770
