Temps;A - B
(ms);(V)

-5,00142688;0,01480138
-4,99886688;0,01480138
-4,99630688;-0,03006077
-4,99374688;-0,03006077
-4,99118688;-0,02929771
-4,98862688;0,01648009
-4,98606688;-0,02838218
-4,98350688;0,01739550
-4,98094688;0,01739550
-4,97838688;-0,02746665
-4,97582688;0,01815856
-4,97326688;0,06393635
-4,97070688;0,01907408
-4,96814688;0,01983702
-4,96558688;-0,02578807
-4,96302688;-0,02502525
-4,96046688;0,02075255
-4,95790688;0,02075255
-4,95534688;-0,02410960
-4,95278688;0,02166820
-4,95022688;0,02166820
-4,94766688;0,02243114
-4,94510688;0,02243114
-4,94254688;0,02334666
-4,93998688;0,02334666
-4,93742688;-0,02151561
-4,93486688;0,02426219
-4,93230688;-0,02059996
-4,92974688;0,02502525
-4,92718688;0,02502525
-4,92462688;-0,01983702
-4,92206688;0,02594066
-4,91950688;-0,01892149
-4,91694688;0,02670372
-4,91438688;0,02670372
-4,91182688;0,02761924
-4,90926688;0,02761924
-4,90670688;-0,01709032
-4,90414688;0,02868748
-4,90158688;-0,01617479
-4,89902688;-0,01617479
-4,89646688;-0,01541185
-4,89390688;-0,01541185
-4,89134688;-0,01449633
-4,88878688;0,03128147
-4,88622688;-0,01358080
-4,88366688;-0,01358080
-4,88110688;0,03204441
-4,87854688;0,03204441
-4,87598688;-0,01281786
-4,87342688;-0,01190233
-4,87086688;0,03372288
-4,86830688;-0,01113915
-4,86574688;-0,01113915
-4,86318688;-0,01022363
-4,86062688;-0,01022363
-4,85806688;0,03555417
-4,85550688;-0,00930810
-4,85294688;-0,00930810
-4,85038688;-0,00854540
-4,84782688;0,03723240
-4,84526688;-0,00762963
-4,84270688;-0,00762963
-4,84014688;-0,00671411
-4,83758688;-0,00671411
-4,83502688;-0,00671411
-4,83246688;-0,00595117
-4,82990688;-0,00595117
-4,82734688;-0,05081320
-4,82478688;-0,00503540
-4,82222688;-0,04989767
-4,81966688;-0,00427246
-4,81710688;0,04150534
-4,81454688;-0,00335693
-4,81198688;-0,00335693
-4,80942688;-0,04821920
-4,80686688;-0,00244165
-4,80430688;-0,00167847
-4,80174688;-0,04730368
-4,79918688;-0,04654074
-4,79662688;-0,00076294
-4,79406688;-0,04562521
-4,79150688;0,00015259
-4,78894688;0,00015259
-4,78638688;0,00015259
-4,78382688;0,00091553
-4,78126688;0,04669333
-4,77870688;0,00198388
-4,77614688;0,04760909
-4,77358688;0,00274682
-4,77102688;0,00274682
-4,76846688;0,00366211
-4,76590688;0,00366211
-4,76334688;0,00457764
-4,76078688;0,00457764
-4,75822688;-0,04028440
-4,75566688;0,00534082
-4,75310688;0,00534082
-4,75054688;0,00625634
-4,74798688;0,00625634
-4,74542688;0,00717187
-4,74286688;0,00717187
-4,74030688;0,00717187
-4,73774688;0,00793481
-4,73518688;0,00793481
-4,73262688;0,05371237
-4,73006688;-0,03601193
-4,72750688;-0,03601193
-4,72494688;0,00961328
-4,72238688;0,05539107
-4,71982688;0,01052880
-4,71726688;0,01052880
-4,71470688;-0,03433347
-4,71214688;0,01144433
