Temps;Canal A
(ms);(V)

-5,00325486;1,45939500
-5,00197486;1,36814500
-5,00069486;1,36814500
-4,99941486;1,36814500
-4,99813486;1,36814500
-4,99685486;1,45939500
-4,99557486;1,45939500
-4,99429486;1,45939500
-4,99301486;1,45939500
-4,99173486;1,36814500
-4,99045486;1,45939500
-4,98917486;1,45939500
-4,98789486;1,45939500
-4,98661486;1,45939500
-4,98533486;1,36814500
-4,98405486;1,45939500
-4,98277486;1,45939500
-4,98149486;1,45939500
-4,98021486;1,36814500
-4,97893486;1,45939500
-4,97765486;1,36814500
-4,97637486;1,36814500
-4,97509486;1,45939500
-4,97381486;1,36814500
-4,97253486;1,36814500
-4,97125486;1,45939500
-4,96997486;1,45939500
-4,96869486;1,45939500
-4,96741486;1,36814500
-4,96613486;1,36814500
-4,96485486;1,36814500
-4,96357486;1,45939500
-4,96229486;1,45939500
-4,96101486;1,45939500
-4,95973486;1,36814500
-4,95845486;1,36814500
-4,95717486;1,45939500
-4,95589486;1,45939500
-4,95461486;1,45939500
-4,95333486;1,36814500
-4,95205486;1,45939500
-4,95077486;1,45939500
-4,94949486;1,45939500
-4,94821486;1,36814500
-4,94693486;1,45939500
-4,94565486;1,45939500
-4,94437486;1,36814500
-4,94309486;1,36814500
-4,94181486;1,36814500
-4,94053486;1,36814500
-4,93925486;1,45939500
-4,93797486;1,45939500
-4,93669486;1,36814500
-4,93541486;1,36814500
-4,93413486;1,45939500
-4,93285486;1,45939500
-4,93157486;1,36814500
-4,93029486;1,45939500
-4,92901486;1,36814500
-4,92773486;1,36814500
-4,92645486;1,36814500
-4,92517486;1,36814500
-4,92389486;1,45939500
-4,92261486;1,36814500
-4,92133486;1,45939500
-4,92005486;1,36814500
-4,91877486;1,45939500
-4,91749486;1,36814500
-4,91621486;1,45939500
-4,91493486;1,45939500
-4,91365486;1,45939500
-4,91237486;1,36814500
-4,91109486;1,45939500
-4,90981486;1,45939500
-4,90853486;1,36814500
-4,90725486;1,36814500
-4,90597486;1,45939500
-4,90469486;1,36814500
-4,90341486;1,45939500
-4,90213486;1,36814500
-4,90085486;1,36814500
-4,89957486;1,36814500
-4,89829486;1,36814500
-4,89701486;1,36814500
-4,89573486;1,45939500
-4,89445486;1,45939500
-4,89317486;1,36814500
-4,89189486;1,45939500
-4,89061486;1,36814500
-4,88933486;1,45939500
-4,88805486;1,36814500
-4,88677486;1,36814500
-4,88549486;1,36814500
-4,88421486;1,36814500
-4,88293486;1,45939500
-4,88165486;1,45939500
-4,88037486;1,45939500
-4,87909486;1,36814500
-4,87781486;1,45939500
-4,87653486;1,36814500
-4,87525486;1,36814500
-4,87397486;1,45939500
-4,87269486;1,45939500
-4,87141486;1,45939500
-4,87013486;1,36814500
-4,86885486;1,36814500
-4,86757486;1,45939500
-4,86629486;1,36814500
-4,86501486;1,45939500
-4,86373486;1,36814500
-4,86245486;1,36814500
-4,86117486;1,36814500
-4,85989486;1,45939500
-4,85861486;1,36814500
-4,85733486;1,36814500
-4,85605486;1,36814500
-4,85477486;1,36814500
-4,85349486;1,36814500
