Temps;Canal A
(ms);(V)

-5,00298617;5,02212600
-5,00170617;5,02212600
-5,00042617;5,02212600
-4,99914617;5,02212600
-4,99786617;5,02212600
-4,99658617;5,02212600
-4,99530617;5,02212600
-4,99402617;5,02212600
-4,99274617;5,02212600
-4,99146617;5,02212600
-4,99018617;5,02212600
-4,98890617;5,02212600
-4,98762617;5,02212600
-4,98634617;5,02212600
-4,98506617;5,02212600
-4,98378617;5,02212600
-4,98250617;5,02212600
-4,98122617;5,02212600
-4,97994617;5,02212600
-4,97866617;5,02212600
-4,97738617;5,02212600
-4,97610617;5,02212600
-4,97482617;5,02212600
-4,97354617;5,02212600
-4,97226617;5,02212600
-4,97098617;5,02212600
-4,96970617;5,02212600
-4,96842617;5,02212600
-4,96714617;5,02212600
-4,96586617;5,02212600
-4,96458617;5,02212600
-4,96330617;5,02212600
-4,96202617;5,02212600
-4,96074617;5,02212600
-4,95946617;5,02212600
-4,95818617;5,02212600
-4,95690617;5,02212600
-4,95562617;5,02212600
-4,95434617;5,02212600
-4,95306617;5,02212600
-4,95178617;5,02212600
-4,95050617;5,02212600
-4,94922617;5,02212600
-4,94794617;5,02212600
-4,94666617;5,02212600
-4,94538617;5,02212600
-4,94410617;5,02212600
-4,94282617;5,02212600
-4,94154617;5,02212600
-4,94026617;5,02212600
-4,93898617;5,02212600
-4,93770617;5,02212600
-4,93642617;5,02212600
-4,93514617;5,02212600
-4,93386617;5,02212600
-4,93258617;5,02212600
-4,93130617;5,02212600
-4,93002617;5,02212600
-4,92874617;5,02212600
-4,92746617;5,02212600
-4,92618617;5,02212600
-4,92490617;5,02212600
-4,92362617;5,02212600
-4,92234617;5,02212600
-4,92106617;5,02212600
-4,91978617;5,02212600
-4,91850617;5,02212600
-4,91722617;5,02212600
-4,91594617;5,02212600
-4,91466617;5,02212600
-4,91338617;5,02212600
-4,91210617;5,02212600
-4,91082617;5,02212600
-4,90954617;5,02212600
-4,90826617;5,02212600
-4,90698617;5,02212600
-4,90570617;5,02212600
-4,90442617;5,02212600
-4,90314617;5,02212600
-4,90186617;5,02212600
-4,90058617;5,02212600
-4,89930617;5,02212600
-4,89802617;5,02212600
-4,89674617;5,02212600
-4,89546617;5,02212600
-4,89418617;5,02212600
-4,89290617;5,02212600
-4,89162617;5,02212600
-4,89034617;5,02212600
-4,88906617;5,02212600
-4,88778617;5,02212600
-4,88650617;5,02212600
-4,88522617;5,02212600
-4,88394617;5,02212600
-4,88266617;5,02212600
-4,88138617;5,02212600
-4,88010617;5,02212600
-4,87882617;5,02212600
-4,87754617;5,02212600
-4,87626617;5,02212600
-4,87498617;5,02212600
-4,87370617;5,02212600
-4,87242617;5,02212600
-4,87114617;5,02212600
-4,86986617;5,02212600
-4,86858617;5,02212600
-4,86730617;5,02212600
-4,86602617;5,02212600
-4,86474617;5,02212600
-4,86346617;5,02212600
-4,86218617;5,02212600
-4,86090617;5,02212600
-4,85962617;5,02212600
-4,85834617;5,02212600
-4,85706617;5,02212600
-4,85578617;5,02212600
-4,85450617;5,02212600
-4,85322617;5,02212600
