Temps;Canal A
(ms);(V)

-5,00234682;5,02212600
-5,00106682;5,02212600
-4,99978682;5,02212600
-4,99850682;5,02212600
-4,99722682;5,02212600
-4,99594682;5,02212600
-4,99466682;5,02212600
-4,99338682;5,02212600
-4,99210682;5,02212600
-4,99082682;5,02212600
-4,98954682;5,11337600
-4,98826682;5,02212600
-4,98698682;5,02212600
-4,98570682;5,02212600
-4,98442682;5,02212600
-4,98314682;5,02212600
-4,98186682;5,02212600
-4,98058682;5,02212600
-4,97930682;5,02212600
-4,97802682;5,02212600
-4,97674682;5,02212600
-4,97546682;5,02212600
-4,97418682;5,02212600
-4,97290682;5,02212600
-4,97162682;5,02212600
-4,97034682;5,02212600
-4,96906682;5,02212600
-4,96778682;5,02212600
-4,96650682;5,02212600
-4,96522682;5,02212600
-4,96394682;5,02212600
-4,96266682;5,02212600
-4,96138682;5,02212600
-4,96010682;5,02212600
-4,95882682;5,02212600
-4,95754682;5,02212600
-4,95626682;5,02212600
-4,95498682;5,02212600
-4,95370682;5,02212600
-4,95242682;5,02212600
-4,95114682;5,02212600
-4,94986682;5,02212600
-4,94858682;5,02212600
-4,94730682;5,02212600
-4,94602682;5,02212600
-4,94474682;5,02212600
-4,94346682;5,02212600
-4,94218682;5,02212600
-4,94090682;5,02212600
-4,93962682;5,02212600
-4,93834682;5,02212600
-4,93706682;5,02212600
-4,93578682;5,02212600
-4,93450682;5,02212600
-4,93322682;5,02212600
-4,93194682;5,11337600
-4,93066682;5,02212600
-4,92938682;5,02212600
-4,92810682;5,02212600
-4,92682682;5,02212600
-4,92554682;5,02212600
-4,92426682;5,02212600
-4,92298682;5,02212600
-4,92170682;5,02212600
-4,92042682;5,02212600
-4,91914682;5,02212600
-4,91786682;5,02212600
-4,91658682;5,02212600
-4,91530682;5,02212600
-4,91402682;5,02212600
-4,91274682;5,02212600
-4,91146682;5,02212600
-4,91018682;5,02212600
-4,90890682;5,02212600
-4,90762682;5,02212600
-4,90634682;5,02212600
-4,90506682;5,02212600
-4,90378682;5,02212600
-4,90250682;5,02212600
-4,90122682;5,02212600
-4,89994682;5,02212600
-4,89866682;5,02212600
-4,89738682;5,02212600
-4,89610682;5,02212600
-4,89482682;5,02212600
-4,89354682;5,02212600
-4,89226682;5,02212600
-4,89098682;5,02212600
-4,88970682;5,02212600
-4,88842682;5,02212600
-4,88714682;5,02212600
-4,88586682;5,02212600
-4,88458682;5,02212600
-4,88330682;5,02212600
-4,88202682;5,02212600
-4,88074682;5,02212600
-4,87946682;5,02212600
-4,87818682;5,02212600
-4,87690682;5,02212600
-4,87562682;5,02212600
-4,87434682;5,02212600
-4,87306682;5,02212600
-4,87178682;5,02212600
-4,87050682;5,02212600
-4,86922682;5,02212600
-4,86794682;5,02212600
-4,86666682;5,02212600
-4,86538682;5,02212600
-4,86410682;5,02212600
-4,86282682;5,02212600
-4,86154682;5,02212600
-4,86026682;5,02212600
-4,85898682;5,02212600
-4,85770682;5,02212600
-4,85642682;5,02212600
-4,85514682;5,02212600
-4,85386682;5,02212600
-4,85258682;5,02212600
