Temps;Canal B
(ms);(V)

-399,72395869;2,38502100
-399,39627869;2,38502100
-399,06859869;2,38502100
-398,74091870;2,42988400
-398,41323870;2,38502100
-398,08555870;2,38502100
-397,75787870;2,38502100
-397,43019870;2,38502100
-397,10251871;2,38502100
-396,77483871;2,38502100
-396,44715871;2,38502100
-396,11947871;2,38502100
-395,79179871;2,38502100
-395,46411872;2,38502100
-395,13643872;2,38502100
-394,80875872;2,38502100
-394,48107872;2,38502100
-394,15339872;2,38502100
-393,82571873;2,38502100
-393,49803873;2,38502100
-393,17035873;2,38502100
-392,84267873;2,38502100
-392,51499873;2,38502100
-392,18731874;2,38502100
-391,85963874;2,38502100
-391,53195874;2,38502100
-391,20427874;2,38502100
-390,87659874;2,38502100
-390,54891875;2,42988400
-390,22123875;2,38502100
-389,89355875;2,38502100
-389,56587875;2,38502100
-389,23819875;2,38502100
-388,91051876;2,38502100
-388,58283876;2,38502100
-388,25515876;2,38502100
-387,92747876;2,38502100
-387,59979876;2,38502100
-387,27211877;2,38502100
-386,94443877;2,38502100
-386,61675877;2,38502100
-386,28907877;2,38502100
-385,96139877;2,38502100
-385,63371878;2,38502100
-385,30603878;2,38502100
-384,97835878;2,38502100
-384,65067878;2,38502100
-384,32299878;2,38502100
-383,99531879;2,38502100
-383,66763879;2,38502100
-383,33995879;2,38502100
-383,01227879;2,38502100
-382,68459879;2,38502100
-382,35691880;2,38502100
-382,02923880;2,38502100
-381,70155880;2,38502100
-381,37387880;2,38502100
-381,04619880;2,38502100
-380,71851881;2,38502100
-380,39083881;2,38502100
-380,06315881;2,38502100
-379,73547881;2,38502100
-379,40779881;2,38502100
-379,08011882;2,38502100
-378,75243882;2,38502100
-378,42475882;2,38502100
-378,09707882;2,38502100
-377,76939882;2,38502100
-377,44171883;2,38502100
-377,11403883;2,38502100
-376,78635883;2,38502100
-376,45867883;2,38502100
-376,13099883;2,38502100
-375,80331884;2,38502100
-375,47563884;2,38502100
-375,14795884;2,38502100
-374,82027884;2,38502100
-374,49259884;2,38502100
-374,16491885;2,38502100
-373,83723885;2,38502100
-373,50955885;2,38502100
-373,18187885;2,38502100
-372,85419885;2,38502100
-372,52651886;2,38502100
-372,19883886;2,38502100
-371,87115886;2,38502100
-371,54347886;2,38502100
-371,21579886;2,38502100
-370,88811886;2,38502100
-370,56043887;2,38502100
-370,23275887;2,38502100
-369,90507887;2,38502100
-369,57739887;2,38502100
-369,24971887;2,38502100
-368,92203888;2,38502100
-368,59435888;2,38502100
-368,26667888;2,38502100
-367,93899888;2,38502100
-367,61131888;2,38502100
-367,28363889;2,38502100
-366,95595889;2,38502100
-366,62827889;2,38502100
-366,30059889;2,38502100
-365,97291889;2,38502100
-365,64523890;2,38502100
-365,31755890;2,38502100
-364,98987890;2,42988400
-364,66219890;2,38502100
-364,33451890;2,38502100
-364,00683891;2,38502100
-363,67915891;2,38502100
-363,35147891;2,38502100
-363,02379891;2,38502100
-362,69611891;2,38502100
-362,36843892;2,38502100
-362,04075892;2,38502100
-361,71307892;2,38502100
