Temps;Canal A
(ms);(V)

-5,00244508;5,02212600
-5,00116508;5,02212600
-4,99988508;5,02212600
-4,99860508;5,02212600
-4,99732508;5,02212600
-4,99604508;5,02212600
-4,99476508;5,02212600
-4,99348508;5,02212600
-4,99220508;5,02212600
-4,99092508;5,02212600
-4,98964508;5,02212600
-4,98836508;5,02212600
-4,98708508;5,02212600
-4,98580508;5,02212600
-4,98452508;5,02212600
-4,98324508;5,02212600
-4,98196508;5,02212600
-4,98068508;5,02212600
-4,97940508;5,02212600
-4,97812508;4,93087600
-4,97684508;5,02212600
-4,97556508;5,02212600
-4,97428508;5,02212600
-4,97300508;5,02212600
-4,97172508;5,02212600
-4,97044508;5,02212600
-4,96916508;5,02212600
-4,96788508;5,02212600
-4,96660508;5,02212600
-4,96532508;5,02212600
-4,96404508;5,02212600
-4,96276508;5,02212600
-4,96148508;5,02212600
-4,96020508;5,02212600
-4,95892508;5,02212600
-4,95764508;5,02212600
-4,95636508;5,02212600
-4,95508508;5,02212600
-4,95380508;5,02212600
-4,95252508;5,02212600
-4,95124508;5,02212600
-4,94996508;4,93087600
-4,94868508;5,02212600
-4,94740508;5,02212600
-4,94612508;5,02212600
-4,94484508;5,02212600
-4,94356508;5,02212600
-4,94228508;2,19031300
-4,94100508;0,08941923
-4,93972508;0,08941923
-4,93844508;-0,00183111
-4,93716508;0,08941923
-4,93588508;-0,00183111
-4,93460508;-0,00183111
-4,93332508;-0,00183111
-4,93204508;-0,00183111
-4,93076508;-0,00183111
-4,92948508;-0,00183111
-4,92820508;-0,00183111
-4,92692508;-0,00183111
-4,92564508;-0,00183111
-4,92436508;-0,00183111
-4,92308508;-0,00183111
-4,92180508;-0,00183111
-4,92052508;0,08941923
-4,91924508;-0,00183111
-4,91796508;-0,00183111
-4,91668508;-0,00183111
-4,91540508;-0,00183111
-4,91412508;0,08941923
-4,91284508;-0,00183111
-4,91156508;-0,00183111
-4,91028508;-0,00183111
-4,90900508;-0,00183111
-4,90772508;-0,00183111
-4,90644508;-0,00183111
-4,90516508;-0,00183111
-4,90388508;-0,00183111
-4,90260508;-0,00183111
-4,90132508;-0,00183111
-4,90004508;-0,00183111
-4,89876508;-0,00183111
-4,89748508;-0,00183111
-4,89620508;-0,00183111
-4,89492508;-0,00183111
-4,89364508;-0,00183111
-4,89236508;-0,00183111
-4,89108508;-0,00183111
-4,88980508;-0,00183111
-4,88852508;-0,00183111
-4,88724508;-0,00183111
-4,88596508;0,08941923
-4,88468508;-0,00183111
-4,88340508;-0,00183111
-4,88212508;-0,00183111
-4,88084508;-0,00183111
-4,87956508;-0,00183111
-4,87828508;-0,00183111
-4,87700508;-0,00183111
-4,87572508;-0,00183111
-4,87444508;-0,00183111
-4,87316508;-0,00183111
-4,87188508;-0,00183111
-4,87060508;-0,00183111
-4,86932508;-0,00183111
-4,86804508;-0,00183111
-4,86676508;0,08941923
-4,86548508;-0,00183111
-4,86420508;-0,00183111
-4,86292508;-0,00183111
-4,86164508;-0,00183111
-4,86036508;-0,00183111
-4,85908508;-0,00183111
-4,85780508;-0,00183111
