Temps;Canal A
(ms);(V)

-5,00271516;5,02212600
-5,00143516;5,02212600
-5,00015516;5,02212600
-4,99887516;5,02212600
-4,99759516;5,02212600
-4,99631516;5,02212600
-4,99503516;5,02212600
-4,99375516;5,02212600
-4,99247516;5,02212600
-4,99119516;5,02212600
-4,98991516;5,02212600
-4,98863516;5,02212600
-4,98735516;5,02212600
-4,98607516;5,02212600
-4,98479516;5,02212600
-4,98351516;5,02212600
-4,98223516;5,02212600
-4,98095516;5,02212600
-4,97967516;5,02212600
-4,97839516;5,02212600
-4,97711516;5,02212600
-4,97583516;5,02212600
-4,97455516;5,02212600
-4,97327516;5,02212600
-4,97199516;5,02212600
-4,97071516;5,02212600
-4,96943516;5,02212600
-4,96815516;5,02212600
-4,96687516;5,02212600
-4,96559516;5,02212600
-4,96431516;5,02212600
-4,96303516;5,02212600
-4,96175516;5,02212600
-4,96047516;5,02212600
-4,95919516;5,02212600
-4,95791516;5,02212600
-4,95663516;5,02212600
-4,95535516;5,02212600
-4,95407516;5,02212600
-4,95279516;5,02212600
-4,95151516;5,02212600
-4,95023516;5,02212600
-4,94895516;5,02212600
-4,94767516;5,02212600
-4,94639516;5,02212600
-4,94511516;5,02212600
-4,94383516;5,02212600
-4,94255516;3,01248200
-4,94127516;0,08941923
-4,93999516;0,08941923
-4,93871516;0,08941923
-4,93743516;-0,00183111
-4,93615516;0,08941923
-4,93487516;0,08941923
-4,93359516;-0,00183111
-4,93231516;-0,00183111
-4,93103516;0,08941923
-4,92975516;-0,00183111
-4,92847516;-0,00183111
-4,92719516;-0,00183111
-4,92591516;-0,00183111
-4,92463516;-0,00183111
-4,92335516;-0,00183111
-4,92207516;-0,00183111
-4,92079516;-0,00183111
-4,91951516;-0,00183111
-4,91823516;-0,00183111
-4,91695516;-0,00183111
-4,91567516;-0,00183111
-4,91439516;-0,00183111
-4,91311516;-0,00183111
-4,91183516;0,08941923
-4,91055516;-0,00183111
-4,90927516;-0,00183111
-4,90799516;-0,00183111
-4,90671516;0,08941923
-4,90543516;0,08941923
-4,90415516;0,08941923
-4,90287516;0,08941923
-4,90159516;-0,00183111
-4,90031516;-0,00183111
-4,89903516;-0,00183111
-4,89775516;-0,00183111
-4,89647516;-0,00183111
-4,89519516;-0,00183111
-4,89391516;-0,00183111
-4,89263516;-0,00183111
-4,89135516;-0,00183111
-4,89007516;-0,00183111
-4,88879516;-0,00183111
-4,88751516;-0,00183111
-4,88623516;-0,00183111
-4,88495516;-0,00183111
-4,88367516;-0,00183111
-4,88239516;-0,00183111
-4,88111516;0,08941923
-4,87983516;-0,00183111
-4,87855516;-0,00183111
-4,87727516;-0,00183111
-4,87599516;-0,00183111
-4,87471516;-0,00183111
-4,87343516;-0,00183111
-4,87215516;0,08941923
-4,87087516;-0,00183111
-4,86959516;-0,00183111
-4,86831516;-0,00183111
-4,86703516;-0,00183111
-4,86575516;-0,00183111
-4,86447516;0,08941923
-4,86319516;-0,00183111
-4,86191516;-0,00183111
-4,86063516;0,08941923
-4,85935516;-0,00183111
-4,85807516;-0,00183111
