Temps;Canal A;Canal B;Veb;Vec
(ms);(V);(V);(V);(V)

-10,00633463;0,84170050;0,27216410;-0,65829950;-0,65829950
-10,00121463;0,84170050;0,27216410;-0,25411240;-0,25411240
-9,99609463;1,24588800;0,00128178;0,37060150;0,37060150
-9,99097463;1,87060200;0,00128178;0,44409010;0,44409010
-9,98585463;1,94409000;0,00128178;0,46246220;0,46246220
-9,98073463;1,96246200;0,00128178;0,46246220;0,46246220
-9,97561463;1,96246200;0,00128178;0,46246220;0,46246220
-9,97049463;1,96246200;0,00128178;0,46246220;0,46246220
-9,96537463;1,96246200;0,00128178;0,44409010;0,44409010
-9,96025463;1,94409000;0,00128178;0,46246220;0,46246220
-9,95513463;1,96246200;0,00128178;0,46246220;0,46246220
-9,95001463;1,96246200;0,00128178;0,46246220;0,46246220
-9,94489463;1,96246200;-0,01672414;0,46246220;0,46246220
-9,93977463;1,96246200;0,00128178;0,46246220;0,46246220
-9,93465463;1,96246200;0,00128178;0,46246220;0,46246220
-9,92953463;1,96246200;0,00128178;0,46246220;0,46246220
-9,92441463;1,96246200;0,00128178;0,46246220;0,46246220
-9,91929463;1,96246200;0,00128178;0,46246220;0,46246220
-9,91417463;1,96246200;0,00128178;0,46246220;0,46246220
-9,90905463;1,96246200;0,00128178;0,46246220;0,46246220
-9,90393463;1,96246200;0,00128178;0,46246220;0,46246220
-9,89881463;1,96246200;0,00128178;0,46246220;0,46246220
-9,89369463;1,96246200;0,00128178;0,46246220;0,46246220
-9,88857463;1,96246200;0,00128178;0,46246220;0,46246220
-9,88345463;1,96246200;0,00128178;0,46246220;0,46246220
-9,87833463;1,96246200;0,00128178;0,46246220;0,46246220
-9,87321463;1,96246200;0,00128178;0,46246220;0,46246220
-9,86809463;1,96246200;0,00128178;0,46246220;0,46246220
-9,86297463;1,96246200;0,00128178;0,46246220;0,46246220
-9,85785463;1,96246200;0,00128178;0,48083440;0,48083440
-9,85273463;1,98083400;0,00128178;0,46246220;0,46246220
-9,84761463;1,96246200;0,00128178;0,48083440;0,48083440
-9,84249463;1,98083400;0,00128178;0,46246220;0,46246220
-9,83737463;1,96246200;0,00128178;0,46246220;0,46246220
-9,83225463;1,96246200;0,00128178;0,48083440;0,48083440
-9,82713463;1,98083400;0,00128178;0,46246220;0,46246220
-9,82201463;1,96246200;0,00128178;0,46246220;0,46246220
-9,81689463;1,96246200;0,00128178;0,46246220;0,46246220
-9,81177463;1,96246200;0,00128178;0,46246220;0,46246220
-9,80665463;1,96246200;0,00128178;0,46246220;0,46246220
-9,80153463;1,96246200;0,00128178;0,46246220;0,46246220
-9,79641463;1,96246200;0,00128178;0,46246220;0,46246220
-9,79129463;1,96246200;0,00128178;0,46246220;0,46246220
-9,78617463;1,96246200;-0,01672414;0,46246220;0,46246220
-9,78105463;1,96246200;0,00128178;0,46246220;0,46246220
-9,77593463;1,96246200;0,00128178;0,46246220;0,46246220
-9,77081463;1,96246200;0,00128178;0,46246220;0,46246220
-9,76569463;1,96246200;0,00128178;0,48083440;0,48083440
-9,76057463;1,98083400;0,00128178;0,46246220;0,46246220
-9,75545463;1,96246200;-0,01672414;0,46246220;0,46246220
-9,75033463;1,96246200;0,00128178;0,46246220;0,46246220
-9,74521463;1,96246200;0,00128178;0,46246220;0,46246220
-9,74009463;1,96246200;0,00128178;0,46246220;0,46246220
-9,73497463;1,96246200;0,00128178;0,46246220;0,46246220
-9,72985463;1,96246200;0,00128178;0,46246220;0,46246220
-9,72473463;1,96246200;0,00128178;0,48083440;0,48083440
-9,71961463;1,98083400;0,00128178;0,48083440;0,48083440
-9,71449463;1,98083400;0,00128178;0,46246220;0,46246220
-9,70937463;1,96246200;0,00128178;0,46246220;0,46246220
-9,70425463;1,96246200;0,00128178;0,46246220;0,46246220
-9,69913463;1,96246200;0,00128178;0,46246220;0,46246220
-9,69401463;1,96246200;0,00128178;0,46246220;0,46246220
-9,68889463;1,96246200;0,00128178;0,46246220;0,46246220
-9,68377463;1,96246200;0,00128178;0,46246220;0,46246220
-9,67865463;1,96246200;0,00128178;0,46246220;0,46246220
-9,67353463;1,96246200;0,00128178;0,46246220;0,46246220
-9,66841463;1,96246200;0,00128178;0,46246220;0,46246220
-9,66329463;1,96246200;0,00128178;0,46246220;0,46246220
-9,65817463;1,96246200;0,00128178;0,46246220;0,46246220
-9,65305463;1,96246200;0,00128178;0,46246220;0,46246220
-9,64793463;1,96246200;0,00128178;0,46246220;0,46246220
-9,64281463;1,96246200;0,00128178;0,46246220;0,46246220
-9,63769463;1,96246200;0,00128178;0,46246220;0,46246220
-9,63257463;1,96246200;0,00128178;0,46246220;0,46246220
-9,62745463;1,96246200;0,00128178;0,46246220;0,46246220
-9,62233463;1,96246200;0,00128178;0,46246220;0,46246220
-9,61721463;1,96246200;0,00128178;0,48083440;0,48083440
-9,61209464;1,98083400;0,00128178;0,46246220;0,46246220
-9,60697464;1,96246200;0,00128178;0,46246220;0,46246220
-9,60185464;1,96246200;0,00128178;0,46246220;0,46246220
-9,59673464;1,96246200;0,00128178;0,46246220;0,46246220
-9,59161464;1,96246200;0,00128178;0,46246220;0,46246220
-9,58649464;1,96246200;0,00128178;0,46246220;0,46246220
-9,58137464;1,96246200;0,00128178;0,46246220;0,46246220
-9,57625464;1,96246200;0,00128178;0,46246220;0,46246220
-9,57113464;1,96246200;0,00128178;0,46246220;0,46246220
-9,56601464;1,96246200;0,00128178;0,46246220;0,46246220
-9,56089464;1,96246200;0,00128178;0,46246220;0,46246220
-9,55577464;1,96246200;0,00128178;0,46246220;0,46246220
-9,55065464;1,96246200;0,00128178;0,46246220;0,46246220
-9,54553464;1,96246200;0,00128178;0,46246220;0,46246220
-9,54041464;1,96246200;0,00128178;0,46246220;0,46246220
-9,53529464;1,96246200;0,00128178;0,46246220;0,46246220
-9,53017464;1,96246200;-0,01672414;0,46246220;0,46246220
-9,52505464;1,96246200;0,00128178;0,46246220;0,46246220
-9,51993464;1,96246200;0,00128178;0,46246220;0,46246220
-9,51481464;1,96246200;0,00128178;0,48083440;0,48083440
-9,50969464;1,98083400;0,00128178;0,46246220;0,46246220
-9,50457464;1,96246200;0,00128178;0,46246220;0,46246220
-9,49945464;1,96246200;0,00128178;-0,65829950;-0,65829950
-9,49433464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,48921464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,48409464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,47897464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,47385464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,46873464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,46361464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,45849464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,45337464;0,84170050;0,27216410;-0,67667160;-0,67667160
-9,44825464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,44313464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,43801464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,43289464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,42777464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,42265464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,41753464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,41241464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,40729464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,40217464;0,84170050;0,27216410;-0,67667160;-0,67667160
-9,39705464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,39193464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,38681464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,38169464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,37657464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,37145464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,36633464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,36121464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,35609464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,35097464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,34585464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,34073464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,33561464;0,84170050;0,29023100;-0,67667160;-0,67667160
-9,33049464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,32537464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,32025464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,31513464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,31001464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,30489464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,29977464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,29465464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,28953464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,28441464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,27929464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,27417464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,26905464;0,84170050;0,29023100;-0,67667160;-0,67667160
-9,26393464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,25881464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,25369464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,24857464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,24345464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,23833464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,23321464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,22809464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,22297464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,21785464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,21273464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,20761464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,20249464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,19737464;0,84170050;0,27216410;-0,67667160;-0,67667160
-9,19225464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,18713464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,18201464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,17689464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,17177464;0,84170050;0,27216410;-0,67667160;-0,67667160
-9,16665464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,16153464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,15641464;0,84170050;0,29023100;-0,67667160;-0,67667160
-9,15129464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,14617464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,14105464;0,84170050;0,29023100;-0,67667160;-0,67667160
-9,13593464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,13081464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,12569464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,12057464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,11545464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,11033464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,10521464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,10009464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,09497464;0,84170050;0,27216410;-0,67667160;-0,67667160
-9,08985464;0,82332840;0,29023100;-0,65829950;-0,65829950
-9,08473464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,07961464;0,84170050;0,27216410;-0,67667160;-0,67667160
-9,07449464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,06937464;0,84170050;0,27216410;-0,67667160;-0,67667160
-9,06425464;0,82332840;0,29023100;-0,67667160;-0,67667160
-9,05913464;0,82332840;0,27216410;-0,65829950;-0,65829950
-9,05401464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,04889464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,04377464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,03865464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,03353464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,02841464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,02329464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,01817464;0,84170050;0,29023100;-0,65829950;-0,65829950
-9,01305464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,00793464;0,84170050;0,27216410;-0,65829950;-0,65829950
-9,00281464;0,84170050;0,27216410;-0,54806670;-0,54806670
-8,99769464;0,95193330;0,00128178;0,29711290;0,29711290
-8,99257464;1,79711300;0,00128178;0,44409010;0,44409010
-8,98745464;1,94409000;0,00128178;0,46246220;0,46246220
-8,98233464;1,96246200;0,00128178;0,46246220;0,46246220
-8,97721464;1,96246200;0,00128178;0,46246220;0,46246220
-8,97209464;1,96246200;0,00128178;0,46246220;0,46246220
-8,96697464;1,96246200;0,00128178;0,46246220;0,46246220
-8,96185464;1,96246200;0,00128178;0,46246220;0,46246220
-8,95673464;1,96246200;0,00128178;0,46246220;0,46246220
-8,95161464;1,96246200;0,00128178;0,46246220;0,46246220
-8,94649464;1,96246200;0,00128178;0,46246220;0,46246220
-8,94137464;1,96246200;0,00128178;0,46246220;0,46246220
-8,93625464;1,96246200;0,00128178;0,46246220;0,46246220
-8,93113464;1,96246200;0,00128178;0,46246220;0,46246220
-8,92601464;1,96246200;-0,01672414;0,46246220;0,46246220
-8,92089464;1,96246200;0,00128178;0,46246220;0,46246220
-8,91577464;1,96246200;0,00128178;0,46246220;0,46246220
-8,91065464;1,96246200;0,00128178;0,46246220;0,46246220
-8,90553464;1,96246200;0,00128178;0,46246220;0,46246220
-8,90041464;1,96246200;0,00128178;0,46246220;0,46246220
-8,89529464;1,96246200;0,00128178;0,46246220;0,46246220
-8,89017464;1,96246200;0,00128178;0,46246220;0,46246220
-8,88505464;1,96246200;0,00128178;0,46246220;0,46246220
-8,87993464;1,96246200;0,00128178;0,46246220;0,46246220
-8,87481464;1,96246200;0,00128178;0,46246220;0,46246220
-8,86969464;1,96246200;0,00128178;0,46246220;0,46246220
-8,86457464;1,96246200;0,00128178;0,46246220;0,46246220
-8,85945464;1,96246200;0,00128178;0,46246220;0,46246220
-8,85433464;1,96246200;0,00128178;0,46246220;0,46246220
-8,84921464;1,96246200;0,00128178;0,46246220;0,46246220
-8,84409464;1,96246200;0,00128178;0,46246220;0,46246220
-8,83897464;1,96246200;0,00128178;0,46246220;0,46246220
-8,83385464;1,96246200;-0,01672414;0,46246220;0,46246220
-8,82873464;1,96246200;0,00128178;0,46246220;0,46246220
-8,82361464;1,96246200;0,00128178;0,46246220;0,46246220
-8,81849464;1,96246200;-0,01672414;0,46246220;0,46246220
-8,81337464;1,96246200;0,00128178;0,46246220;0,46246220
-8,80825464;1,96246200;0,00128178;0,46246220;0,46246220
-8,80313464;1,96246200;0,00128178;0,46246220;0,46246220
-8,79801464;1,96246200;0,00128178;0,46246220;0,46246220
-8,79289464;1,96246200;-0,01672414;0,48083440;0,48083440
-8,78777464;1,98083400;0,00128178;0,46246220;0,46246220
-8,78265464;1,96246200;0,00128178;0,46246220;0,46246220
-8,77753464;1,96246200;0,00128178;0,46246220;0,46246220
-8,77241464;1,96246200;0,00128178;0,46246220;0,46246220
-8,76729464;1,96246200;0,00128178;0,46246220;0,46246220
-8,76217464;1,96246200;0,00128178;0,46246220;0,46246220
-8,75705464;1,96246200;0,00128178;0,46246220;0,46246220
-8,75193464;1,96246200;0,00128178;0,46246220;0,46246220
-8,74681464;1,96246200;0,00128178;0,46246220;0,46246220
-8,74169464;1,96246200;0,00128178;0,46246220;0,46246220
-8,73657464;1,96246200;0,00128178;0,46246220;0,46246220
-8,73145464;1,96246200;0,00128178;0,46246220;0,46246220
-8,72633464;1,96246200;0,00128178;0,46246220;0,46246220
-8,72121464;1,96246200;0,00128178;0,46246220;0,46246220
-8,71609464;1,96246200;0,00128178;0,46246220;0,46246220
-8,71097464;1,96246200;0,00128178;0,46246220;0,46246220
-8,70585464;1,96246200;0,00128178;0,46246220;0,46246220
-8,70073464;1,96246200;0,00128178;0,46246220;0,46246220
-8,69561464;1,96246200;-0,01672414;0,46246220;0,46246220
-8,69049464;1,96246200;0,00128178;0,46246220;0,46246220
-8,68537464;1,96246200;0,00128178;0,46246220;0,46246220
-8,68025464;1,96246200;0,00128178;0,46246220;0,46246220
-8,67513464;1,96246200;0,00128178;0,46246220;0,46246220
-8,67001464;1,96246200;0,00128178;0,46246220;0,46246220
-8,66489464;1,96246200;0,00128178;0,46246220;0,46246220
-8,65977464;1,96246200;0,00128178;0,46246220;0,46246220
-8,65465464;1,96246200;0,00128178;0,46246220;0,46246220
-8,64953464;1,96246200;0,00128178;0,46246220;0,46246220
-8,64441464;1,96246200;0,00128178;0,46246220;0,46246220
-8,63929464;1,96246200;0,00128178;0,46246220;0,46246220
-8,63417464;1,96246200;0,00128178;0,46246220;0,46246220
-8,62905464;1,96246200;0,00128178;0,46246220;0,46246220
-8,62393464;1,96246200;0,00128178;0,46246220;0,46246220
-8,61881464;1,96246200;0,00128178;0,46246220;0,46246220
-8,61369464;1,96246200;0,00128178;0,46246220;0,46246220
-8,60857464;1,96246200;0,00128178;0,46246220;0,46246220
-8,60345464;1,96246200;0,00128178;0,46246220;0,46246220
-8,59833464;1,96246200;0,00128178;0,46246220;0,46246220
-8,59321464;1,96246200;0,00128178;0,48083440;0,48083440
-8,58809464;1,98083400;0,00128178;0,46246220;0,46246220
-8,58297464;1,96246200;0,00128178;0,46246220;0,46246220
-8,57785464;1,96246200;0,00128178;0,46246220;0,46246220
-8,57273464;1,96246200;0,00128178;0,46246220;0,46246220
-8,56761464;1,96246200;0,00128178;0,46246220;0,46246220
-8,56249464;1,96246200;0,00128178;0,46246220;0,46246220
-8,55737464;1,96246200;0,00128178;0,46246220;0,46246220
-8,55225464;1,96246200;0,00128178;0,46246220;0,46246220
-8,54713464;1,96246200;0,00128178;0,46246220;0,46246220
-8,54201464;1,96246200;0,00128178;0,46246220;0,46246220
-8,53689464;1,96246200;0,00128178;0,46246220;0,46246220
-8,53177464;1,96246200;0,00128178;0,48083440;0,48083440
-8,52665464;1,98083400;0,00128178;0,46246220;0,46246220
-8,52153464;1,96246200;0,00128178;0,46246220;0,46246220
-8,51641464;1,96246200;0,00128178;0,46246220;0,46246220
-8,51129464;1,96246200;0,00128178;0,46246220;0,46246220
-8,50617464;1,96246200;0,00128178;0,46246220;0,46246220
-8,50105464;1,96246200;0,00128178;-0,63992740;-0,63992740
-8,49593464;0,86007260;0,12768950;-0,65829950;-0,65829950
-8,49081464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,48569464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,48057464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,47545464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,47033464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,46521464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,46009464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,45497464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,44985464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,44473464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,43961464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,43449464;0,82332840;0,27216410;-0,65829950;-0,65829950
-8,42937464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,42425464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,41913464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,41401464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,40889464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,40377464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,39865464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,39353464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,38841464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,38329464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,37817464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,37305464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,36793464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,36281464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,35769464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,35257464;0,84170050;0,29023100;-0,67667160;-0,67667160
-8,34745464;0,82332840;0,27216410;-0,65829950;-0,65829950
-8,34233464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,33721464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,33209464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,32697464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,32185464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,31673464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,31161464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,30649464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,30137464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,29625464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,29113464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,28601464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,28089464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,27577464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,27065464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,26553464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,26041464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,25529464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,25017464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,24505464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,23993464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,23481464;0,82332840;0,27216410;-0,65829950;-0,65829950
-8,22969464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,22457464;0,82332840;0,27216410;-0,65829950;-0,65829950
-8,21945464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,21433464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,20921464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,20409464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,19897464;0,82332840;0,27216410;-0,67667160;-0,67667160
-8,19385464;0,82332840;0,27216410;-0,65829950;-0,65829950
-8,18873464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,18361464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,17849464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,17337464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,16825464;0,82332840;0,27216410;-0,67667160;-0,67667160
-8,16313464;0,82332840;0,27216410;-0,65829950;-0,65829950
-8,15801464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,15289464;0,82332840;0,29023100;-0,65829950;-0,65829950
-8,14777464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,14265464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,13753464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,13241464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,12729464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,12217464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,11705464;0,82332840;0,29023100;-0,67667160;-0,67667160
-8,11193464;0,82332840;0,27216410;-0,67667160;-0,67667160
-8,10681464;0,82332840;0,29023100;-0,65829950;-0,65829950
-8,10169464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,09657464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,09145464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,08633464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,08121464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,07609464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,07097464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,06585464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,06073464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,05561464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,05049464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,04537464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,04025464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,03513464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,03001464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,02489464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,01977464;0,84170050;0,29023100;-0,65829950;-0,65829950
-8,01465464;0,84170050;0,27216410;-0,65829950;-0,65829950
-8,00953464;0,84170050;0,27216410;-0,67667160;-0,67667160
-8,00441464;0,82332840;0,27216410;-0,65829950;-0,65829950
-7,99929464;0,84170050;0,29023100;0,11339150;0,11339150
-7,99417464;1,61339200;0,00128178;0,42571790;0,42571790
-7,98905464;1,92571800;0,00128178;0,46246220;0,46246220
-7,98393464;1,96246200;0,00128178;0,46246220;0,46246220
-7,97881464;1,96246200;0,00128178;0,46246220;0,46246220
-7,97369464;1,96246200;0,00128178;0,46246220;0,46246220
-7,96857465;1,96246200;0,00128178;0,46246220;0,46246220
-7,96345465;1,96246200;0,00128178;0,46246220;0,46246220
-7,95833465;1,96246200;0,00128178;0,46246220;0,46246220
-7,95321465;1,96246200;-0,01672414;0,46246220;0,46246220
-7,94809465;1,96246200;0,00128178;0,46246220;0,46246220
-7,94297465;1,96246200;0,00128178;0,46246220;0,46246220
-7,93785465;1,96246200;0,00128178;0,46246220;0,46246220
-7,93273465;1,96246200;0,00128178;0,46246220;0,46246220
-7,92761465;1,96246200;0,00128178;0,46246220;0,46246220
-7,92249465;1,96246200;0,00128178;0,46246220;0,46246220
-7,91737465;1,96246200;0,00128178;0,46246220;0,46246220
-7,91225465;1,96246200;0,00128178;0,46246220;0,46246220
-7,90713465;1,96246200;0,00128178;0,46246220;0,46246220
-7,90201465;1,96246200;0,00128178;0,46246220;0,46246220
-7,89689465;1,96246200;0,00128178;0,48083440;0,48083440
-7,89177465;1,98083400;0,00128178;0,46246220;0,46246220
-7,88665465;1,96246200;0,00128178;0,46246220;0,46246220
-7,88153465;1,96246200;0,00128178;0,46246220;0,46246220
-7,87641465;1,96246200;0,00128178;0,46246220;0,46246220
-7,87129465;1,96246200;-0,01672414;0,46246220;0,46246220
-7,86617465;1,96246200;0,00128178;0,46246220;0,46246220
-7,86105465;1,96246200;-0,01672414;0,46246220;0,46246220
-7,85593465;1,96246200;0,00128178;0,46246220;0,46246220
-7,85081465;1,96246200;0,00128178;0,46246220;0,46246220
-7,84569465;1,96246200;0,00128178;0,46246220;0,46246220
-7,84057465;1,96246200;0,00128178;0,48083440;0,48083440
-7,83545465;1,98083400;0,00128178;0,46246220;0,46246220
-7,83033465;1,96246200;0,00128178;0,46246220;0,46246220
-7,82521465;1,96246200;0,00128178;0,46246220;0,46246220
-7,82009465;1,96246200;0,00128178;0,46246220;0,46246220
-7,81497465;1,96246200;0,00128178;0,46246220;0,46246220
-7,80985465;1,96246200;0,00128178;0,46246220;0,46246220
-7,80473465;1,96246200;0,00128178;0,48083440;0,48083440
-7,79961465;1,98083400;0,00128178;0,46246220;0,46246220
-7,79449465;1,96246200;0,00128178;0,46246220;0,46246220
-7,78937465;1,96246200;0,00128178;0,46246220;0,46246220
-7,78425465;1,96246200;0,00128178;0,46246220;0,46246220
-7,77913465;1,96246200;0,00128178;0,46246220;0,46246220
-7,77401465;1,96246200;0,00128178;0,46246220;0,46246220
