Temps;Canal A;Canal B;Veb;Vec
(ms);(V);(V);(V);(V)

0,85830530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,86342530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,86854530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,87366530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,87878530;0,84170050;0,29023100;-0,65829950;-0,65829950
0,88390530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,88902530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,89414530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,89926530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,90438530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,90950530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,91462530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,91974530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,92486530;0,84170050;0,29023100;-0,65829950;-0,65829950
0,92998530;0,84170050;0,27216410;-0,65829950;-0,65829950
0,93510530;0,84170050;0,29023100;-0,65829950;-0,65829950
0,94022530;0,84170050;0,27216410;-0,65829950;-0,65829950
