Tension $V_E$;Tension $V_B$; Tension $V_C$
(V);(V);(V)

0;0;0;
0,1;0;0;
0,3;0;0;
0,5;0;0,19;
0,7;0,16;0,7;
0,9;0,33;0,91;
1,1;0,5;1,0;
1,3;0,73;1,3;
1,5;0,9;1,5;
1,7;1,1;1,7;
1,9;1,3;1,9;
2,1;1,5;2,1;
2,3;1,6;2,3;
2,5;1,9;2,5;
2,7;2,17;2,7;
2,9;2,28;2,9;
3,1;2,48;3,1;
3,3;2,7;3,3;
3,5;2,95;3,5;
3,7;3,1;3,7;
3,9;3,2;3,9;
4,1;3,4;4,1;
4,3;3,7;4,3;
4,5;3,9;4,5;
4,7;4,1;4,7;
4,9;4,25;4,9;
5;4,4;5;
