Temps;Canal A
(us);(V)

-25,02223833;0,19867550
-25,01223833;0,21704760
-25,00223833;0,21704760
-24,99223833;0,21704760
-24,98223833;0,23541980
-24,97223833;0,23541980
-24,96223833;0,23541980
-24,95223833;0,23541980
-24,94223833;0,25379190
-24,93223833;0,25379190
-24,92223833;0,25379190
-24,91223833;0,25379190
-24,90223833;0,27216410
-24,89223833;0,27216410
-24,88223833;0,27216410
-24,87223833;0,27216410
-24,86223833;0,29053620
-24,85223833;0,29053620
-24,84223833;0,29053620
-24,83223833;0,30890830
-24,82223833;0,30890830
-24,81223833;0,30890830
-24,80223833;0,30890830
-24,79223833;0,32728050
-24,78223833;0,32728050
-24,77223833;0,32728050
-24,76223833;0,32728050
-24,75223833;0,32728050
-24,74223833;0,32728050
-24,73223833;0,34565260
-24,72223833;0,34565260
-24,71223833;0,34565260
-24,70223833;0,36402480
-24,69223833;0,36402480
-24,68223833;0,36402480
-24,67223834;0,36402480
-24,66223834;0,38239690
-24,65223834;0,38239690
-24,64223834;0,38239690
-24,63223834;0,38239690
-24,62223834;0,38239690
-24,61223834;0,40076910
-24,60223834;0,40076910
-24,59223834;0,40076910
-24,58223834;0,40076910
-24,57223834;0,41914120
-24,56223834;0,41914120
-24,55223834;0,41914120
-24,54223834;0,41914120
-24,53223834;0,41914120
-24,52223834;0,43751340
-24,51223834;0,43751340
-24,50223834;0,45588550
-24,49223834;0,45588550
-24,48223834;0,45588550
-24,47223834;0,45588550
-24,46223834;0,45588550
-24,45223834;0,45588550
-24,44223834;0,45588550
-24,43223834;0,45588550
-24,42223834;0,47425760
-24,41223834;0,47425760
-24,40223834;0,47425760
-24,39223834;0,47425760
-24,38223834;0,49262980
-24,37223834;0,49262980
-24,36223834;0,47425760
-24,35223834;0,49262980
-24,34223834;0,49262980
-24,33223834;0,51100190
-24,32223834;0,51100190
-24,31223834;0,51100190
-24,30223834;0,52937410
-24,29223834;0,52937410
-24,28223834;0,52937410
-24,27223834;0,52937410
-24,26223834;0,52937410
-24,25223834;0,54774620
-24,24223834;0,54774620
-24,23223834;0,54774620
-24,22223834;0,56611840
-24,21223834;0,56611840
-24,20223834;0,56611840
-24,19223834;0,56611840
-24,18223834;0,58449050
-24,17223834;0,56611840
-24,16223834;0,58449050
-24,15223834;0,60286270
-24,14223834;0,58449050
-24,13223834;0,60286270
-24,12223834;0,60286270
-24,11223834;0,60286270
-24,10223834;0,60286270
-24,09223834;0,60286270
-24,08223834;0,60286270
