Temps;Canal A
(ms);(V)

-5,00325812;1,64220100
-5,00197812;1,64220100
-5,00069812;1,64220100
-4,99941812;1,64220100
-4,99813812;1,64220100
-4,99685812;1,73345100
-4,99557812;1,73345100
-4,99429812;1,64220100
-4,99301812;1,73345100
-4,99173812;1,73345100
-4,99045812;1,73345100
-4,98917812;1,73345100
-4,98789812;1,73345100
-4,98661812;1,73345100
-4,98533812;1,73345100
-4,98405812;1,73345100
-4,98277812;1,73345100
-4,98149812;1,73345100
-4,98021812;1,73345100
-4,97893812;1,82470200
-4,97765812;1,82470200
-4,97637812;1,82470200
-4,97509812;1,82470200
-4,97381812;1,91625700
-4,97253812;1,82470200
-4,97125812;1,91625700
-4,96997812;1,82470200
-4,96869812;1,91625700
-4,96741812;1,91625700
-4,96613812;1,91625700
-4,96485812;1,91625700
-4,96357812;1,91625700
-4,96229812;1,91625700
-4,96101812;1,91625700
-4,95973812;1,91625700
-4,95845812;1,91625700
-4,95717812;1,91625700
-4,95589812;2,00750800
-4,95461812;2,00750800
-4,95333812;1,91625700
-4,95205812;2,00750800
-4,95077812;2,00750800
-4,94949812;2,00750800
-4,94821812;2,00750800
-4,94693812;2,00750800
-4,94565812;2,00750800
-4,94437812;2,00750800
-4,94309812;2,00750800
-4,94181812;2,00750800
-4,94053812;2,09875800
-4,93925812;2,09875800
-4,93797812;2,09875800
-4,93669812;2,09875800
-4,93541812;2,09875800
-4,93413812;2,09875800
-4,93285812;2,19031300
-4,93157812;2,09875800
-4,93029812;2,19031300
-4,92901812;2,09875800
-4,92773812;2,19031300
-4,92645812;2,19031300
-4,92517812;2,19031300
-4,92389812;2,28156400
-4,92261812;2,28156400
-4,92133812;2,28156400
-4,92005812;2,19031300
-4,91877812;2,28156400
-4,91749812;2,28156400
-4,91621812;2,28156400
-4,91493812;2,28156400
-4,91365812;2,28156400
-4,91237812;2,28156400
-4,91109812;2,28156400
-4,90981812;2,37281400
-4,90853812;2,37281400
-4,90725812;2,28156400
-4,90597812;2,37281400
-4,90469812;2,37281400
-4,90341812;2,37281400
-4,90213812;2,37281400
-4,90085812;2,37281400
-4,89957812;2,46437000
-4,89829812;2,37281400
-4,89701812;2,46437000
-4,89573812;2,46437000
-4,89445812;2,46437000
-4,89317812;2,46437000
-4,89189812;2,46437000
-4,89061812;2,46437000
-4,88933812;2,46437000
-4,88805812;2,55562000
-4,88677812;2,55562000
-4,88549812;2,64687000
-4,88421812;2,55562000
-4,88293812;2,55562000
-4,88165812;2,64687000
-4,88037812;2,64687000
-4,87909812;2,64687000
-4,87781812;2,64687000
-4,87653812;2,64687000
-4,87525812;2,64687000
-4,87397812;2,64687000
-4,87269812;2,64687000
-4,87141812;2,73842600
-4,87013812;2,64687000
-4,86885812;2,73842600
-4,86757812;2,73842600
-4,86629812;2,73842600
-4,86501812;2,73842600
-4,86373812;2,82967600
-4,86245812;2,82967600
-4,86117812;2,82967600
-4,85989812;2,82967600
-4,85861812;2,82967600
-4,85733812;2,82967600
-4,85605812;2,82967600
-4,85477812;2,82967600
-4,85349812;2,92092700
