Temps;Canal A;Canal B
(ms);(V);(V)

-100,12709349;0,00000000;0,00762963
-100,04517349;0,00000000;0,00762963
-99,96325349;0,00000000;0,00762963
-99,88133350;0,00000000;0,00762963
-99,79941350;0,00000000;0,00762963
-99,71749350;0,04577776;0,00762963
-99,63557350;0,00000000;0,00762963
-99,55365350;0,00000000;0,00762963
-99,47173350;0,00000000;0,00762963
-99,38981350;0,00000000;0,00762963
-99,30789350;0,00000000;0,00762963
-99,22597350;0,04577776;0,00762963
-99,14405350;0,00000000;0,00762963
-99,06213350;0,00000000;0,00762963
-98,98021350;0,00000000;0,00762963
-98,89829350;0,04577776;0,00762963
-98,81637350;0,00000000;0,00762963
-98,73445350;0,04577776;0,00762963
-98,65253350;0,00000000;0,00762963
-98,57061350;0,00000000;0,00762963
-98,48869350;0,04577776;0,00762963
-98,40677350;0,00000000;0,00762963
-98,32485350;0,00000000;0,00762963
-98,24293351;0,04577776;0,00762963
-98,16101351;0,00000000;0,00762963
-98,07909351;0,00000000;0,00762963
-97,99717351;0,04577776;0,00762963
-97,91525351;0,00000000;0,00762963
-97,83333351;0,00000000;0,00762963
-97,75141351;0,04577776;0,00762963
-97,66949351;0,00000000;0,00762963
-97,58757351;0,00000000;0,00762963
-97,50565351;0,00000000;0,00762963
-97,42373351;0,00000000;0,00762963
-97,34181351;0,00000000;0,00762963
-97,25989351;0,00000000;0,00762963
-97,17797351;0,00000000;0,00762963
-97,09605351;0,00000000;0,00762963
-97,01413351;0,00000000;0,00762963
-96,93221351;0,00000000;0,00762963
-96,85029351;0,00000000;0,00762963
-96,76837351;0,04577776;0,00762963
-96,68645351;0,00000000;0,00762963
-96,60453352;0,00000000;0,00762963
-96,52261352;0,00000000;0,00762963
-96,44069352;0,00000000;0,00762963
-96,35877352;0,00000000;-0,03707999
-96,27685352;0,04577776;0,00762963
-96,19493352;0,00000000;0,00762963
-96,11301352;0,00000000;0,00762963
-96,03109352;0,00000000;0,00762963
-95,94917352;0,00000000;0,00762963
-95,86725352;0,00000000;0,00762963
-95,78533352;0,00000000;0,00762963
-95,70341352;0,00000000;0,00762963
-95,62149352;0,04577776;0,00762963
-95,53957352;0,04577776;0,00762963
-95,45765352;0,00000000;0,00762963
-95,37573352;0,00000000;0,00762963
-95,29381352;0,04577776;0,00762963
-95,21189352;0,00000000;0,00762963
-95,12997352;0,00000000;0,00762963
-95,04805352;0,00000000;0,00762963
-94,96613353;0,00000000;0,00762963
-94,88421353;0,04577776;0,00762963
-94,80229353;0,00000000;0,00762963
-94,72037353;0,00000000;0,00762963
-94,63845353;0,00000000;0,00762963
-94,55653353;0,04577776;0,00762963
-94,47461353;0,00000000;0,00762963
-94,39269353;0,00000000;0,00762963
-94,31077353;0,00000000;0,00762963
-94,22885353;0,04577776;0,00762963
-94,14693353;0,04577776;0,00762963
-94,06501353;0,00000000;0,00762963
-93,98309353;0,00000000;0,00762963
-93,90117353;0,00000000;0,00762963
-93,81925353;0,00000000;0,00762963
-93,73733353;0,04577776;0,00762963
-93,65541353;0,00000000;0,00762963
-93,57349353;0,04577776;0,00762963
-93,49157353;0,00000000;-0,03707999
-93,40965353;0,00000000;0,00762963
-93,32773354;0,04577776;0,00762963
-93,24581354;0,04577776;0,00762963
-93,16389354;0,00000000;0,00762963
-93,08197354;0,00000000;0,00762963
-93,00005354;0,04577776;0,00762963
-92,91813354;0,00000000;-0,03707999
-92,83621354;0,00000000;0,00762963
-92,75429354;0,00000000;0,00762963
-92,67237354;0,00000000;0,00762963
-92,59045354;0,00000000;0,00762963
-92,50853354;0,04577776;0,00762963
-92,42661354;0,00000000;0,00762963
-92,34469354;0,04577776;0,00762963
-92,26277354;0,00000000;0,00762963
-92,18085354;0,00000000;0,00762963
-92,09893354;0,04577776;0,00762963
-92,01701354;0,04577776;0,00762963
-91,93509354;0,04577776;0,00762963
-91,85317354;0,00000000;0,00762963
-91,77125354;0,00000000;0,00762963
-91,68933355;0,00000000;0,00762963
-91,60741355;0,00000000;0,00762963
-91,52549355;0,00000000;0,00762963
-91,44357355;0,04577776;0,00762963
-91,36165355;0,00000000;0,00762963
-91,27973355;0,00000000;0,00762963
-91,19781355;0,00000000;0,00762963
-91,11589355;0,00000000;0,00762963
-91,03397355;0,00000000;0,00762963
-90,95205355;0,00000000;0,00762963
-90,87013355;0,00000000;0,00762963
-90,78821355;0,00000000;0,00762963
-90,70629355;0,00000000;0,00762963
-90,62437355;0,00000000;0,00762963
-90,54245355;0,00000000;0,00762963
-90,46053355;0,04577776;0,00762963
-90,37861355;0,00000000;0,00762963
