Temps;Canal A
(ms);(V)

-5,00265323;2,24021100
-5,00137323;2,24021100
-5,00009323;2,24021100
-4,99881323;2,24021100
-4,99753323;2,28598900
-4,99625323;2,28598900
-4,99497323;2,28598900
-4,99369323;2,28598900
-4,99241323;2,28598900
-4,99113323;2,28598900
-4,98985323;2,28598900
-4,98857323;2,33161400
-4,98729323;2,33161400
-4,98601323;2,33161400
-4,98473323;2,33161400
-4,98345323;2,33161400
-4,98217323;2,33161400
-4,98089323;2,33161400
-4,97961323;2,33161400
-4,97833323;2,37739200
-4,97705323;2,37739200
-4,97577323;2,37739200
-4,97449323;2,37739200
-4,97321323;2,37739200
-4,97193323;2,42317000
-4,97065323;2,42317000
-4,96937323;2,42317000
-4,96809323;2,42317000
-4,96681323;2,42317000
-4,96553323;2,42317000
-4,96425323;2,42317000
-4,96297323;2,46879500
-4,96169323;2,42317000
-4,96041323;2,46879500
-4,95913323;2,46879500
-4,95785323;2,46879500
-4,95657323;2,46879500
-4,95529323;2,46879500
-4,95401323;2,51457300
-4,95273323;2,51457300
-4,95145323;2,51457300
-4,95017323;2,51457300
-4,94889323;2,51457300
-4,94761323;2,51457300
-4,94633323;2,56019800
-4,94505323;2,51457300
-4,94377323;2,51457300
-4,94249323;2,56019800
-4,94121323;2,56019800
-4,93993323;2,56019800
-4,93865323;2,60597600
-4,93737323;2,60597600
-4,93609323;2,60597600
-4,93481323;2,60597600
-4,93353323;2,60597600
-4,93225323;2,60597600
-4,93097323;2,60597600
-4,92969323;2,60597600
-4,92841323;2,60597600
-4,92713323;2,65175300
-4,92585323;2,60597600
-4,92457323;2,65175300
-4,92329323;2,65175300
-4,92201323;2,65175300
-4,92073323;2,65175300
-4,91945323;2,69737800
-4,91817323;2,65175300
-4,91689323;2,65175300
-4,91561323;2,65175300
-4,91433323;2,69737800
-4,91305323;2,69737800
-4,91177323;2,69737800
-4,91049323;2,69737800
-4,90921323;2,69737800
-4,90793323;2,74315600
-4,90665323;2,74315600
-4,90537323;2,74315600
-4,90409323;2,74315600
-4,90281323;2,74315600
-4,90153323;2,78893400
-4,90025323;2,78893400
-4,89897323;2,78893400
-4,89769323;2,78893400
-4,89641323;2,78893400
-4,89513323;2,78893400
-4,89385323;2,78893400
-4,89257323;2,78893400
-4,89129323;2,78893400
-4,89001323;2,78893400
-4,88873323;2,83455900
-4,88745323;2,83455900
-4,88617323;2,83455900
-4,88489323;2,83455900
-4,88361323;2,88033700
-4,88233323;2,83455900
-4,88105323;2,88033700
-4,87977323;2,83455900
-4,87849323;2,88033700
-4,87721323;2,88033700
-4,87593323;2,88033700
-4,87465323;2,88033700
-4,87337323;2,92596200
-4,87209323;2,92596200
-4,87081323;2,92596200
-4,86953323;2,92596200
-4,86825323;2,92596200
-4,86697323;2,92596200
-4,86569323;2,97174000
-4,86441323;2,97174000
-4,86313323;2,97174000
-4,86185323;2,97174000
-4,86057323;2,97174000
-4,85929323;2,97174000
-4,85801323;2,97174000
-4,85673323;2,97174000
-4,85545323;3,01751800
-4,85417323;3,01751800
-4,85289323;3,01751800
