Temps;Canal A
(ms);(V)

-5,00234310;2,24021100
-5,00106310;2,24021100
-4,99978310;2,24021100
-4,99850310;2,28598900
-4,99722310;2,28598900
-4,99594310;2,28598900
-4,99466310;2,28598900
-4,99338310;2,28598900
-4,99210310;2,28598900
-4,99082310;2,28598900
-4,98954310;2,28598900
-4,98826310;2,28598900
-4,98698310;2,28598900
-4,98570310;2,33161400
-4,98442310;2,33161400
-4,98314310;2,33161400
-4,98186310;2,33161400
-4,98058310;2,33161400
-4,97930310;2,37739200
-4,97802310;2,37739200
-4,97674310;2,37739200
-4,97546310;2,37739200
-4,97418310;2,42317000
-4,97290310;2,42317000
-4,97162310;2,42317000
-4,97034310;2,42317000
-4,96906310;2,42317000
-4,96778310;2,42317000
-4,96650310;2,42317000
-4,96522310;2,42317000
-4,96394310;2,42317000
-4,96266310;2,46879500
-4,96138310;2,42317000
-4,96010310;2,46879500
-4,95882310;2,46879500
-4,95754310;2,46879500
-4,95626310;2,46879500
-4,95498310;2,46879500
-4,95370310;2,51457300
-4,95242310;2,46879500
-4,95114310;2,46879500
-4,94986310;2,51457300
-4,94858310;2,51457300
-4,94730310;2,51457300
-4,94602310;2,51457300
-4,94474310;2,51457300
-4,94346310;2,56019800
-4,94218310;2,56019800
-4,94090310;2,56019800
-4,93962310;2,56019800
-4,93834310;2,56019800
-4,93706310;2,60597600
-4,93578310;2,56019800
-4,93450310;2,60597600
-4,93322310;2,60597600
-4,93194310;2,60597600
-4,93066310;2,60597600
-4,92938310;2,60597600
-4,92810310;2,60597600
-4,92682310;2,60597600
-4,92554310;2,60597600
-4,92426310;2,65175300
-4,92298310;2,65175300
-4,92170310;2,65175300
-4,92042310;2,65175300
-4,91914310;2,65175300
-4,91786310;2,65175300
-4,91658310;2,65175300
-4,91530310;2,65175300
-4,91402310;2,69737800
-4,91274310;2,65175300
-4,91146310;2,69737800
-4,91018310;2,69737800
-4,90890310;2,69737800
-4,90762310;2,69737800
-4,90634310;2,74315600
-4,90506310;2,74315600
-4,90378310;2,74315600
-4,90250310;2,74315600
-4,90122310;2,74315600
-4,89994310;2,78893400
-4,89866310;2,78893400
-4,89738310;2,78893400
-4,89610310;2,78893400
-4,89482310;2,78893400
-4,89354310;2,78893400
-4,89226310;2,78893400
-4,89098310;2,78893400
-4,88970310;2,78893400
-4,88842310;2,78893400
-4,88714310;2,83455900
-4,88586310;2,83455900
-4,88458310;2,83455900
-4,88330310;2,83455900
-4,88202310;2,83455900
-4,88074310;2,83455900
-4,87946310;2,88033700
-4,87818310;2,88033700
-4,87690310;2,88033700
-4,87562310;2,88033700
-4,87434310;2,92596200
-4,87306310;2,92596200
-4,87178310;2,88033700
-4,87050310;2,92596200
-4,86922310;2,92596200
-4,86794310;2,92596200
-4,86666310;2,92596200
-4,86538310;2,97174000
-4,86410310;2,97174000
-4,86282310;2,92596200
-4,86154310;2,97174000
-4,86026310;2,97174000
-4,85898310;2,97174000
-4,85770310;2,97174000
-4,85642310;3,01751800
-4,85514310;2,97174000
-4,85386310;3,01751800
-4,85258310;3,01751800
